material_code,material_name,modelnum,huid_productline_name,baseunit_number,baseunit_name,group_name,group_type,materialattr,purchase_fixedleadtime,purchase_huid_batchqty,purchase_huid_minlotsize,product_fixedleadtime,material_standard_price,product_status
849-000841,M3*8扁平头十字螺丝,M3*8扁平头十字螺丝，不锈钢，加耐落，螺丝要求：第3到第10个螺牙要整圈涂耐落漆,公用物料,pcs,个,原材料-组装料,五金件,外购,17.00,,,1.00,,未上架
838-000226,YN408 海外版4G主天线,O12-8339-R0A,自动驾驶,pcs,个,原材料-包装料,天线、传感器&摄像头,外购,35.00,,,1.00,,未上架
539-000101,贴片电阻,"22R,0603,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.002825,未上架
539-000483,热敏电阻,TSM0B103F3903RZ,公用物料,pcs,个,原材料-电子料,电阻,外购,56.00,,,1.00,,未上架
795-000749,YN580药箱控制盒导热硅胶垫03,6W导热硅胶，L*W*H：6.5*6.1*2mm；灰色，6w.mk,无人机,pcs,个,原材料-组装料,通用机械零件,外购,14.00,,,1.00,0.080004,未上架
356-000355,天线底座MMCX-JE-7536,ZK-MMCX-JE-7536,公用物料,pcs,个,原材料-组装料,连接器1（电子）,外购,35.00,,,1.00,1.279951,未上架
606-000340,YN580整机包装内衬,,无人机,pcs,个,原材料-包装料,包装材料,外购,14.00,,,1.00,243.799986,未上架
849-000498,M2贴片螺母,9774020243R；M2贴片螺母，高度2mm，外径4.35,公用物料,pcs,个,原材料-组装料,五金件,外购,25.00,,,1.00,,未上架
363-000542,WH300电调前后接口板信号线,,无人车,pcs,个,原材料-包装料,线束（包装线束）,外购,28.00,,,1.00,13.599550,未上架
165-002903,701面壳组件（东徕硕）,黑色PC，尺寸：177.8*117.8*13.5，组装辅料,监测终端,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,17.679980,未上架
972-000837,隔离驱动,OSI6602VB-DLAR,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,84.00,,,1.00,2.900032,未上架
356-000396,2*12PIN双排排针（扬展康）,ZZK1220-212SG0A08701,公用物料,pcs,个,原材料-组装料,连接器1（电子）,外购,25.00,,,1.00,0.289958,未上架
972-000835,气压计,CMP581,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,84.00,,,1.00,,未上架
165-001899,YS403双目镜片,镜片φ33*2（防水背胶厚度0.2mm）；铝硅玻璃钢化处理，AF膜，反面黑色丝印,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,未上架
165-003411,后车配电盒密封圈,EPDM,无人车,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,10.000048,未上架
549-002595,WH300水箱电磁阀,,无人车,pcs,个,原材料-包装料,外购设备类,外购,1.00,,,1.00,,未上架
972-000210,国民MCU,O32G032C8L7,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,42.00,,,1.00,,未上架
725-000221,贴片陶瓷电容,"12pF,50V,0402,5%",公用物料,pcs,个,原材料-电子料,电容,外购,98.00,,,1.00,0.002373,未上架
733-000223,贴片电感,MQW15CA39NJ00D,公用物料,pcs,个,原材料-电子料,电感,外购,98.00,,,1.00,1.000050,未上架
588-000607,UA400_DYW_P5_PCBA,UA400_DYW_P5_PCBA,智能定位,pcs,个,原材料-半成品,已贴线路板,委外,18.00,,,1.00,,未上架
356-000287,YN540-PRO后接口板智安电池端子,JP5+4+5公连接器,公用物料,pcs,个,原材料-组装料,连接器1（电子）,外购,31.00,,,1.00,42.799993,未上架
165-001789,YN580药箱控制盒壳体,"L*W*H：196.5*78*53.5mm；BDC12,喷粉、黑色",无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,19.060049,未上架
795-000930,YC403航电导电泡棉1,包裹式导电泡棉，银灰色，58*3*1mm，自然高度1mm，工作高度0.5mm；,无人机,pcs,个,原材料-组装料,通用机械零件,外购,14.00,,,1.00,0.200010,未上架
321-000446,YC400_MAIN_P7_PCB,YC400_MAIN_P7_PCB,智能播种,pcs,个,原材料-电子料,印刷线路板,外购,45.00,,,1.00,8.810045,未上架
733-000121,贴片共模电感,TCM4532EL-110,公用物料,pcs,个,原材料-电子料,电感,外购,28.00,,,1.00,0.560028,未上架
849-001179,防撞梁本体,"R235,新科技橙Pantone 1505C",无人车,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,179.999960,未上架
165-002371,YN403_前壳,"205.5*160*15.8mm（带热熔螺母）,塑胶PC+ABS,黑色晒纹",自动驾驶,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,未上架
165-001857,YN580探照灯镜片,L*W*H：105*59*2mm   2mm厚钢化玻璃，带黑色油墨丝印和0.2mm厚背胶,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,12.430000,未上架
725-000452,贴片钽电容,"100uF,±20%,6.3V,3528，-55~105℃",公用物料,pcs,个,原材料-电子料,电容,外购,140.00,,,1.00,,未上架
321-000337,无线机具52810_P0_PCB,YS101_ALG52810_P0_PCB,监测终端,pcs,个,原材料-电子料,印刷线路板,外购,35.00,,,1.00,1.230005,未上架
849-001250,称重计硅胶盖压板,M:Al 7061  T5 C:黑色阳极氧化,无人车,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,39.999966,未上架
539-000499,贴片电阻,"5.1K,2512,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,35.00,,,1.00,0.068026,未上架
838-000212,801-C-WIFI天线,ZK-801-C-W-01,监测终端,pcs,个,原材料-包装料,天线、传感器&摄像头,外购,35.00,,,1.00,,未上架
539-000371,贴片电阻,"3.3R,1206,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,112.00,,,1.00,0.036951,未上架
321-000475,YN580_自研电调_P4.1_PCB,YN580_自研电调_P4.1_PCB,无人机,pcs,个,原材料-电子料,印刷线路板,外购,35.00,,,1.00,83.700004,未上架
588-000496,UA500_A_P4_PCBA,UA500_A_P4_PCBA,智能定位,pcs,个,原材料-半成品,已贴线路板,委外,33.00,,,1.00,,未上架
321-000581,YS504_V2_避障雷达板_P1.1_PCB,YS504_V2_避障雷达板_P1.1_PCB,无人机,pcs,个,原材料-电子料,印刷线路板,外购,90.00,,,1.00,25.729987,未上架
165-000837,YN501_导电泡棉7,包裹式导电泡棉9mm*9mm*6mm,自动驾驶,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,21.00,,,1.00,,未上架
972-000495,以太网SWITCH,STL8305NBI-CG,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,10.00,,,1.00,7.819713,未上架
725-000151,贴片陶瓷电容,"220nF,25V,0402,10%",公用物料,pcs,个,原材料-电子料,电容,外购,98.00,,,1.00,0.016837,未上架
972-000079,DC-DC芯片,TGM6603-5.0YN6G/TR,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,64.00,,,1.00,,未上架
972-000618,SAR sensor,TX9371ICSTRT,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,112.00,,,1.00,4.299989,未上架
358-000062,NPN三极管,QHPT60603NY,公用物料,pcs,个,原材料-电子料,晶体管,外购,133.00,,,1.00,0.960048,未上架
795-000783,电调铜条1,T2紫铜，6.5*4.5*0.8,无人机,pcs,个,原材料-组装料,通用机械零件,外购,33.00,,,1.00,0.112774,未上架
795-001249,气弹簧-5kg,中心距120，行程33，两端M8球头，压力5kg,无人车,pcs,个,原材料-组装料,通用机械零件,外购,1.00,,,1.00,,未上架
165-000756,UA400上盖,110*60*14，黑色PC+45度透明TPU,智能定位,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,未上架
165-003006,150电调正负极堵盖,L*W*H：38.2*30.4*11.5mm,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,1.579966,未上架
725-000324,贴片陶瓷电容,"68nF,50V,0603,10%,X7R",公用物料,pcs,个,原材料-电子料,电容,外购,84.00,,,1.00,0.007458,未上架
539-000007,贴片电阻,"5.6K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.001921,未上架
795-000950,YC403航电导电泡棉4,包裹式导电泡棉，银灰色，9031mm，自然高度1mm，工作高度0.5mm,无人机,pcs,个,原材料-组装料,通用机械零件,外购,14.00,,,1.00,0.249956,未上架
165-002954,YS508C机尾雷达前壳,黑色尼龙QA66，外观面抛光800，热熔铜螺母,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,8.819989,未上架
308-000032,YN525无人机主机双离心版总装,,无人机,pcs,个,原材料-半成品,HD525整机,自制,1.00,,,1.00,,未上架
356-000563,双排排母 立贴 2.0Pitch 2X7pin,QF202A62B-07V020-1TR,自动驾驶,pcs,个,原材料-组装料,连接器1（电子）,外购,25.00,,,1.00,0.860043,未上架
358-000174,NMOS,DJAC70SN15,公用物料,pcs,个,原材料-电子料,晶体管,外购,56.00,,,1.00,1.970042,未上架
165-002306,YN525_称重计右壳体,L*W*H：81.67*63.17*28.2mm；QA66+HF30 黑色,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,未上架
588-000459,YN402遥控器 波轮左小板P1_ PCBA,YN402_ROCKER_LEFT_CON_P1,无人机,pcs,个,原材料-半成品,已贴线路板,委外,33.00,,,1.00,,未上架
725-000458,贴片陶瓷电容,"180PF,50V,0402,5%,NP0",公用物料,pcs,个,原材料-电子料,电容,外购,98.00,,,1.00,0.007006,未上架
838-000173,YN540pro旋转雷达无线WiFi发射端焊接馈线,长度60，线径1.13，96编织，一端焊接，一端ipex座,无人机,pcs,个,原材料-包装料,天线、传感器&摄像头,外购,35.00,,,1.00,1.101976,未上架
454-000230,TVS二极管,TMAJ33CA,公用物料,pcs,个,原材料-电子料,二极管,外购,56.00,,,1.00,0.083055,未上架
994-000631,YC400采集器上接一拖二线（双线）（屏蔽层+双绞版）,,智能播种,pcs,个,原材料-组装料,线束（组装线束）,外购,35.00,,,1.00,,未上架
972-000825,EMMC,SS70B64G4Y06G,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,72.00,,,1.00,38.300446,未上架
358-000094,双通道N-MOS,KMTG100N06D,公用物料,pcs,个,原材料-电子料,晶体管,外购,84.00,,,1.00,0.949991,未上架
165-001461,YN408_导航上按键,透明PC，表面颜色PT BLACK6C，喷哑光漆，需要镭雕字符,自动驾驶,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,未上架
849-001214,WH300电控上盖,7061-T6,无人车,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,369.999968,未上架
554-000078,同步升压转换芯片,TGM6612AYTQX13G/TR,公用物料,pcs,个,原材料-电子料,稳压器,外购,98.00,,,1.00,2.780026,未上架
539-000374,贴片电阻,"10R,2512,1%,1W",公用物料,pcs,个,原材料-电子料,电阻,外购,98.00,,,1.00,0.169952,未上架
165-001992,YN580旋转雷达码盘,环形，外径66mm，内径29.2mm，厚度0.2mm,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,未上架
838-000335,YN580雷达无线WiFi发射端焊接馈线-57mm,线长57mm，线径1.37mm，ipex座子1代,无人机,pcs,个,原材料-包装料,天线、传感器&摄像头,外购,35.00,,,1.00,,未上架
795-000688,航电V2散热硅胶垫5,6W导热硅胶，7*7*1mm，浅灰色,无人机,pcs,个,原材料-组装料,通用机械零件,外购,14.00,,,1.00,,未上架
539-000631,贴片电阻,"10R,0201,1%,50mW",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.004746,未上架
849-000691,M3*L5自攻螺钉,圆头十字 M3*L5带介自攻螺钉，耐落，防锈，不锈钢无磁，螺丝要求：第3到第10个螺牙要整圈涂耐落漆,公用物料,pcs,个,原材料-组装料,五金件,外购,10.00,,,1.00,,未上架
165-001897,YS403双目前壳,L*W*H：214.93*75.47*35.7mm；压铸铝钝化颜色QANTONE4278C材料BDC12,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,,未上架
165-002164,YS508机尾雷达天线接地海绵,全包裹银灰色，单面带背胶，I16.5*M16*X11.5,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,14.00,,,1.00,,未上架
527-000012,贴片无源晶振,E3SB27E00000SE,公用物料,pcs,个,原材料-电子料,晶体振荡器,外购,70.00,,,1.00,,未上架
454-000199,TVS二极管,KEU05UCR,公用物料,pcs,个,原材料-电子料,二极管,外购,56.00,,,1.00,0.113000,未上架
994-000507,TB包装线束-6118R-1180R电源线-洋马,,智能大屏,pcs,个,原材料-组装料,线束（组装线束）,外购,35.00,,,1.00,,未上架
972-000621,快充协议芯片,IUSB238_002DD,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,42.00,,,1.00,1.199947,未上架
165-001159,701显示屏面小系统屏蔽罩B,"L*W*H:69.8*63.4*3.8mm,材质洋白铜",监测终端,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,21.00,,,1.00,,未上架
539-000199,贴片电阻,"16K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,56.00,,,1.00,0.001243,未上架
165-001964,YN580感应线圈发射端,圆形，外径21.6mm，高度5.6mm，线束长度44mm,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,未上架
849-001333,外卡轴用弹性挡圈,Φ35 65Mn黑色,无人车,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,0.111418,未上架
733-000096,贴片磁珠,VPZ1608E121-3R0TF,公用物料,pcs,个,原材料-电子料,电感,外购,28.00,,,1.00,0.027007,未上架
795-000662,YN402_散热风扇,40*40*8mm风扇，厂家型号：OS45C05-20F15,无人机,pcs,个,原材料-组装料,通用机械零件,外购,1.00,,,1.00,,未上架
690-000045,贴片发光二极管,29-217/R6C-AL1M2VY/6T,公用物料,pcs,个,原材料-电子料,发光二极管,外购,35.00,,,1.00,0.049946,未上架
606-000989,YN406 包装外箱_V2,,自动驾驶,pcs,个,原材料-包装料,包装材料,外购,14.00,,,1.00,10.559963,未上架
358-000146,P沟道MOS管,KMTG050P03A,公用物料,pcs,个,原材料-电子料,晶体管,外购,84.00,,,1.00,1.020051,未上架
588-000665,YN580_BACK CONTROL BOARD_P3_PCBA(匹配自研电调),YN580_BACK CONTROL BOARD_P3_PCBA(匹配自研电调),无人机,pcs,个,原材料-半成品,已贴线路板,委外,1.00,,,1.00,,未上架
165-001680,YN540S离心喷头电机线束防磨胶带,L*W*H：9*9mm*0.18mm     材料：特氟龙,公用物料,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,14.00,,,1.00,0.200010,未上架
165-002108,YN580雷达导热垫3,导热率8W，异形,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,14.00,,,1.00,,未上架
733-000248,贴片共模电感,TFT9070F-301,公用物料,pcs,个,原材料-电子料,电感,外购,30.00,,,1.00,1.020051,未上架
165-002527,拖拉机方向盘LOGO贴(YN新),外径64.6mm，滴塑带3M9448A背胶,自动驾驶,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,21.00,,,1.00,0.713143,未上架
733-000180,贴片共模电感,TDMM0806H-2-900T,公用物料,pcs,个,原材料-电子料,电感,外购,28.00,,,1.00,0.056048,未上架
358-000147,N沟道MOS管,KMSL0310AU-13,公用物料,pcs,个,原材料-电子料,晶体管,外购,98.00,,,1.00,0.364990,未上架
356-000275,2.0卧式插件连接器,QHD20061-203RSNA01,公用物料,pcs,个,原材料-组装料,连接器1（电子）,外购,25.00,,,1.00,0.115034,未上架
363-000548,配电盒接触器通断检测线束,5A 1平方,无人车,pcs,个,原材料-包装料,线束（包装线束）,外购,35.00,,,1.00,5.387840,未上架
733-000227,贴片功率电感,DSAB0730-330M,公用物料,pcs,个,原材料-电子料,电感,外购,42.00,,,1.00,0.580029,未上架
849-001284,M20_外六角螺母,M20*1.5 12级发黑,无人车,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,2.367350,未上架
356-000587,2x2排针连接器,2x2pin,无人机,pcs,个,原材料-组装料,连接器1（电子）,外购,25.00,,,1.00,0.240012,未上架
539-000073,贴片电阻,"7.68K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.001469,未上架
165-002355,YN525加药枪硅胶盖,L*W*H：191.5*73.2*68；黑色硅胶，60度,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,21.00,,,1.00,,未上架
972-000728,可调过压保护开关,TGM40661YG/TR,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,42.00,,,1.00,0.580029,未上架
606-000990,YN406 珍珠棉内托_V2,,自动驾驶,pcs,个,原材料-包装料,包装材料,外购,14.00,,,1.00,39.999966,未上架
468-000559,YN503_固定标签_国内,"54.6*23.2mm，，PC片表面细磨砂效果；丝印，带3M背胶，背胶厚度0.1mm,耐60度以上高温",自动驾驶,pcs,个,原材料-包装料,印刷类,外购,21.00,,,1.00,0.920046,未上架
795-001133,YS411A FPC连接器预压泡棉,黑色泡棉厚度1.2MM，单面带背胶,无人机,pcs,个,原材料-组装料,通用机械零件,外购,14.00,,,1.00,0.160008,未上架
165-000859,YN540PRO_气压计盖子,黑色塑胶，PC+ABS,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,未上架
795-001043,YC632喷头上端盖B,"""L*W*H：φ64.7*23.75mm； 材质：BDC12铝，黑色""",无人机,pcs,个,原材料-组装料,通用机械零件,外购,28.00,,,1.00,19.999983,未上架
849-001248,称重计,70*45*10.8,无人车,pcs,个,原材料-组装料,五金件,外购,42.00,,,1.00,55.000038,未上架
994-000241,YN501_电源开关已焊线,408开关型号（215-000047）：12M自锁凸面带灯3V开关； 线型号（208-000238）： 线长L=170MM，连接器型号：（长江连接器）B1501H-4P，线型：BWG24，1黑2红3黄4黄,自动驾驶,pcs,个,原材料-组装料,线束（组装线束）,外购,35.00,,,1.00,14.999959,未上架
849-001353,M16*260_外六角螺栓,M16*260 10.9达克罗,无人车,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,,未上架
795-001183,轴套1,25*30*12.5（内径*外径*高度，mm）,无人车,pcs,个,原材料-组装料,通用机械零件,外购,28.00,,,1.00,7.876778,未上架
165-001539,YN402_前壳组件_无logo,灰色塑胶件，表面晒纹，组装辅料,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,,未上架
165-001422,YN402_散热支架组件,压铸铝合金散热器，组装泡棉,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,,未上架
972-000514,限流开关,TGM2523AXN6G/TR,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,64.00,,,1.00,0.736986,未上架
849-000192,M3X10+4单头六角铜柱，六角对边尺寸4.6,M3*10+4mm单头六角铜柱，本色，外牙M3*4mm，内牙M3牙深不低于6mm，六角对边4.6mm，长度10mm,公用物料,pcs,个,原材料-组装料,五金件,外购,15.00,,,1.00,,未上架
468-000565,YS221固定标签(国内),"72.5*17.5mm，PC片表面细磨砂效果；丝印，带背胶，背胶厚度0.1mm,耐60度以上高温",自动驾驶,pcs,个,原材料-包装料,印刷类,外购,21.00,,,1.00,0.720036,未上架
972-000632,CPU,X3ME00IBGTMB-H,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,64.00,,,1.00,94.199964,未上架
539-000036,贴片电阻,"5.9K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.001469,未上架
725-000072,贴片陶瓷电容,"4.7uF,50V,1206,10%",公用物料,pcs,个,原材料-电子料,电容,外购,70.00,,,1.00,0.200010,未上架
454-000202,肖特基二极管,TM340AF,公用物料,pcs,个,原材料-电子料,二极管,外购,105.00,,,1.00,0.110853,未上架
539-000342,贴片电阻,"30R,1206,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.010961,未上架
353-000163,前底盘系统,,无人车,pcs,个,原材料-半成品,VH300无人车,自制,,,,1.00,,未上架
606-001026,912 包装内衬（new）,,自动驾驶,pcs,个,原材料-包装料,包装材料,外购,14.00,,,1.00,38.500004,未上架
588-000732,YC632_P2_PCBA,YC632_P2_PCBA,无人机,pcs,个,原材料-半成品,已贴线路板,委外,1.00,,,1.00,,未上架
358-000150,NMOS,OCEP050N12GU,公用物料,pcs,个,原材料-电子料,晶体管,外购,0.00,,,1.00,,未上架
849-000902,TB系列钣金件配件-右摄像头安装转接板-洋马农机,材质R235，表面喷黑长宽高=80*55*10mm,公用物料,pcs,个,原材料-组装料,五金件,外购,35.00,,,1.00,,未上架
795-000802,电调铜条6,T2紫铜，33*10.5*0.8，矩形切口,无人机,pcs,个,原材料-组装料,通用机械零件,外购,33.00,,,1.00,0.514037,未上架
165-001322,YN540pro雷达感应线圈屏蔽壳,圆形，最大外径φ47mm，高度38.75mm,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,42.00,,,1.00,,未上架
972-000001,SPI NOR FLASH,X25Q128JVSIQTR,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,84.00,,,1.00,,未上架
539-000016,贴片电阻,"75K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.001469,未上架
165-001963,YN580感应线圈发射端固定铝件,环形，φ35.6mm，高度6.8mm；钝化，本色,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,,未上架
972-000519,微处理器,BT32F403AVGT7,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,56.00,,,1.00,5.500049,未上架
165-002644,YS221接收机上壳,182.8*175.2*32.6mm；材料：BBS30%+QC70% ，热熔铜螺母 工艺：灰白，表面细磨砂效果+丝印,自动驾驶,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,20.290054,未上架
539-000540,贴片电阻,38.3K，0402，1%,公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.001469,未上架
308-000037,YN525_后离心喷头直连线束组件,,无人机,pcs,个,原材料-半成品,HD525整机,自制,1.00,,,1.00,,未上架
838-000322,YN540S_航电WiFi天线,2.4&5.8G PCB内置天线,无人机,pcs,个,原材料-包装料,天线、传感器&摄像头,外购,35.00,,,1.00,,未上架
588-000545,YS403_X3M主板_P2_S01_PCBA,YS403_X3M_P2_S01_PCBA,无人机,pcs,个,原材料-半成品,已贴线路板,委外,10.00,,,1.00,,未上架
165-001861,YN580探照灯铝基板,L*W*H：101*53*3.1mm；铝基板：白色,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,47.500002,未上架
165-002626,YC400友农贴膜,YC400终端友农logo贴膜,智能播种,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,21.00,,,1.00,0.800040,未上架
321-000374,遥控器波轮左小板P1 PCB,YN402_ROCKER_LEFT_CON_P1_PCB,无人机,pcs,个,原材料-电子料,印刷线路板,外购,30.00,,,1.00,0.609974,未上架
733-000024,贴片磁珠,CLM18SG121TN1D,公用物料,pcs,个,原材料-电子料,电感,外购,112.00,,,1.00,0.116955,未上架
539-000090,贴片电阻,"12.1K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.001469,未上架
733-000206,贴片磁珠,IZ1005K102TFB01,公用物料,pcs,个,原材料-电子料,电感,外购,105.00,,,1.00,0.021018,未上架
795-001223,YC632离心喷头电机,L*W*H：φ69*72mm； 外壳材质：6061铝，表面氧化黑色,无人机,pcs,个,原材料-组装料,通用机械零件,外购,42.00,,,1.00,,未上架
165-001416,YN402_顶部按键小板支架,灰色塑胶件,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,,未上架
527-000037,贴片无源晶振,RTS3032768J13T,公用物料,pcs,个,原材料-电子料,晶体振荡器,外购,28.00,,,1.00,0.509969,未上架
972-000558,移远通信模块,TC668SEMNA-F61-UGNDA,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,64.00,,,1.00,1006.540042,未上架
588-000584,YS506_V2_定高FPC_40PIN_P0_S01_PCBA,YS506_V2_定高FPC_40PIN_P0_S01_PCBA,无人机,pcs,个,原材料-半成品,已贴线路板,委外,13.00,,,1.00,,未上架
321-000433,YS403_元橡左FPC_P1_PCB,YS403_YX_FPC_LEFT_P1_PCB,无人机,pcs,个,原材料-电子料,印刷线路板,外购,35.00,,,1.00,,未上架
994-000487,YN580后离心喷头直连线束,,无人机,pcs,个,原材料-组装料,线束（组装线束）,外购,35.00,,,1.00,,未上架
356-000429,4PIN 卧插线对板连接器2.5pitch,ZZKA2501WR-4P,公用物料,pcs,个,原材料-组装料,连接器1（电子）,外购,25.00,,,1.00,0.080004,未上架
539-000122,贴片电阻,"41.2K,0603,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.002825,未上架
972-000631,LPDDR4,K4FBE3D4HB-KHCL,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,112.00,,,1.00,461.654946,未上架
539-000388,热敏电阻,OCP18XH103F03RB,公用物料,pcs,个,原材料-电子料,电阻,外购,112.00,,,1.00,0.116955,未上架
795-000617,航电V2散热硅胶垫3,6W导热硅胶，21*16*1mm，浅灰色,无人机,pcs,个,原材料-组装料,通用机械零件,外购,14.00,,,1.00,,未上架
972-000458,电压比较器,SS331XF,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,42.00,,,1.00,0.224983,未上架
356-000294,14PIN双排排母,3243-207MG0ABNUR8,公用物料,pcs,个,原材料-组装料,连接器1（电子）,外购,28.00,,,1.00,0.540027,未上架
539-000383,贴片电阻,"8.25K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.001469,未上架
994-000455,YN580电调信号线束接口板端_H,,无人机,pcs,个,原材料-组装料,线束（组装线束）,外购,35.00,,,1.00,,未上架
972-000737,EMMC,SS70B32G4S15G,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,72.00,,,1.00,179.999960,未上架
539-000345,贴片电阻,"220K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.002825,未上架
849-000636,M2*4_不锈钢十字大扁头尖尾自攻螺丝,304不锈钢，本色，中性盐雾72小时,公用物料,pcs,个,原材料-组装料,五金件,外购,17.00,,,1.00,,未上架
972-000624,MCU,GS32R294HAK0MJDR,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,168.00,,,1.00,116.499949,未上架
165-001486,YN501卡扣2,"28.9*15.5*9.7mm，ABS+PC,黑色，表面皮纹处理",自动驾驶,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,,未上架
895-000033,新无线机具识别器按键,按键直径8，高度10.9,公用物料,pcs,个,原材料-组装料,开关,外购,18.00,,,1.00,0.329960,未上架
468-000655,YN580用户手册-中性英文版,580V3用,无人机,pcs,个,原材料-包装料,印刷类,外购,1.00,,,1.00,7.999948,未上架
