billno,materialplanid_number,materialplanid_name,materialattr_title,dropbilltype_name,dropstatus_title,adviseorderqty,bizorderqty,orderdate,advisestartdate,startdate,adviseenddate,enddate,availabledate,planoperatenum,bizdropqty,advisedroptime,droptime,creator_name,rootdemandbillno,closestatus_title,createtime
JHJY-20251218-00035914,838-000178,YN408-WIFI天线（PCB）,外购,生产项目采购申请单,已投放,48.0000,48.0000,2026-02-25,2026-02-25,2026-02-25,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,48.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035916,838-000178,YN408-WIFI天线（PCB）,外购,生产项目采购申请单,已投放,192.0000,192.0000,2026-02-25,2026-02-25,2026-02-25,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,192.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035915,838-000178,YN408-WIFI天线（PCB）,外购,生产项目采购申请单,已投放,1284.0000,1284.0000,2026-02-25,2026-02-25,2026-02-25,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1284.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035917,165-001484,YN501前壳（改版）,外购,生产项目采购申请单,已投放,2026.0000,2026.0000,2025-12-25,2025-12-25,2025-12-25,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,2026.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035918,165-001484,YN501前壳（改版）,外购,生产项目采购申请单,已投放,48.0000,48.0000,2026-01-22,2026-01-22,2026-01-22,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,48.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035919,165-001484,YN501前壳（改版）,外购,生产项目采购申请单,已投放,1284.0000,1284.0000,2026-01-22,2026-01-22,2026-01-22,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1284.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035920,165-001484,YN501前壳（改版）,外购,生产项目采购申请单,已投放,192.0000,192.0000,2026-01-22,2026-01-22,2026-01-22,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,192.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035921,165-001269,YN501防水硅胶圈3,外购,生产项目采购申请单,已投放,1048.0000,1048.0000,2026-01-08,2026-01-08,2026-01-08,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,1048.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035922,165-001269,YN501防水硅胶圈3,外购,生产项目采购申请单,已投放,48.0000,48.0000,2026-02-05,2026-02-05,2026-02-05,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,48.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035924,165-001269,YN501防水硅胶圈3,外购,生产项目采购申请单,已投放,192.0000,192.0000,2026-02-05,2026-02-05,2026-02-05,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,192.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035923,165-001269,YN501防水硅胶圈3,外购,生产项目采购申请单,已投放,1284.0000,1284.0000,2026-02-05,2026-02-05,2026-02-05,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1284.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035925,165-001486,YN501卡扣2,外购,生产项目采购申请单,已投放,4184.0000,4184.0000,2026-01-08,2026-01-08,2026-01-08,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,4184.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035926,165-001486,YN501卡扣2,外购,生产项目采购申请单,已投放,96.0000,96.0000,2026-02-05,2026-02-05,2026-02-05,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,96.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035927,165-001486,YN501卡扣2,外购,生产项目采购申请单,已投放,2568.0000,2568.0000,2026-02-05,2026-02-05,2026-02-05,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,2568.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035928,165-001486,YN501卡扣2,外购,生产项目采购申请单,已投放,384.0000,384.0000,2026-02-05,2026-02-05,2026-02-05,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,384.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035960,165-000772,YN501_散热硅胶垫6,外购,生产项目采购申请单,已投放,1912.0000,1912.0000,2026-01-15,2026-01-15,2026-01-15,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,1912.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035961,165-000772,YN501_散热硅胶垫6,外购,生产项目采购申请单,已投放,48.0000,48.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,48.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035962,165-000772,YN501_散热硅胶垫6,外购,生产项目采购申请单,已投放,1284.0000,1284.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1284.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035963,165-000772,YN501_散热硅胶垫6,外购,生产项目采购申请单,已投放,192.0000,192.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,192.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035982,849-000208,M12*E19*L2.5六角螺帽,外购,生产项目采购申请单,已投放,806.0000,806.0000,2026-01-17,2026-01-17,2026-01-17,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,806.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035983,849-000208,M12*E19*L2.5六角螺帽,外购,生产项目采购申请单,已投放,4287.0000,4287.0000,2026-01-17,2026-01-17,2026-01-17,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,4287.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035985,849-000208,M12*E19*L2.5六角螺帽,外购,生产项目采购申请单,已投放,6420.0000,6420.0000,2026-01-17,2026-01-17,2026-01-17,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,6420.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035984,849-000208,M12*E19*L2.5六角螺帽,外购,生产项目采购申请单,已投放,240.0000,240.0000,2026-01-17,2026-01-17,2026-01-17,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,240.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035986,849-000208,M12*E19*L2.5六角螺帽,外购,生产项目采购申请单,已投放,960.0000,960.0000,2026-01-17,2026-01-17,2026-01-17,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,960.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035987,165-001161,YN501_散热支架,外购,生产项目采购申请单,已投放,252.0000,252.0000,2026-01-01,2026-01-01,2026-01-01,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,252.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035988,165-001161,YN501_散热支架,外购,生产项目采购申请单,已投放,48.0000,48.0000,2026-01-29,2026-01-29,2026-01-29,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,48.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035989,165-001161,YN501_散热支架,外购,生产项目采购申请单,已投放,1284.0000,1284.0000,2026-01-29,2026-01-29,2026-01-29,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1284.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00035990,165-001161,YN501_散热支架,外购,生产项目采购申请单,已投放,192.0000,192.0000,2026-01-29,2026-01-29,2026-01-29,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,192.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036011,165-000793,YN501_USB防水密封圈,外购,生产项目采购申请单,已投放,577.0000,577.0000,2026-01-15,2026-01-15,2026-01-15,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,577.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036012,165-000793,YN501_USB防水密封圈,外购,生产项目采购申请单,已投放,6.0000,6.0000,2026-01-15,2026-01-15,2026-01-15,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,6.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036013,165-000793,YN501_USB防水密封圈,外购,生产项目采购申请单,已投放,48.0000,48.0000,2026-01-15,2026-01-15,2026-01-15,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,48.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036014,165-000793,YN501_USB防水密封圈,外购,生产项目采购申请单,已投放,48.0000,48.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,48.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036015,165-000793,YN501_USB防水密封圈,外购,生产项目采购申请单,已投放,1284.0000,1284.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1284.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036016,165-000793,YN501_USB防水密封圈,外购,生产项目采购申请单,已投放,192.0000,192.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,192.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036030,849-000382,M16*E19*L2.8六角螺母,外购,生产项目采购申请单,已投放,443.0000,443.0000,2025-12-20,2025-12-20,2025-12-20,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,443.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036031,849-000382,M16*E19*L2.8六角螺母,外购,生产项目采购申请单,已投放,480.0000,480.0000,2025-12-20,2025-12-20,2025-12-20,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,480.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036032,849-000382,M16*E19*L2.8六角螺母,外购,生产项目采购申请单,已投放,20.0000,20.0000,2025-12-20,2025-12-20,2025-12-20,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,20.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036033,849-000382,M16*E19*L2.8六角螺母,外购,生产项目采购申请单,已投放,300.0000,300.0000,2025-12-21,2025-12-21,2025-12-21,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,300.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036035,849-000382,M16*E19*L2.8六角螺母,外购,生产项目采购申请单,已投放,50.0000,50.0000,2025-12-21,2025-12-21,2025-12-21,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,50.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036034,849-000382,M16*E19*L2.8六角螺母,外购,生产项目采购申请单,已投放,20.0000,20.0000,2025-12-21,2025-12-21,2025-12-21,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,20.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036038,849-000382,M16*E19*L2.8六角螺母,外购,生产项目采购申请单,已投放,42.0000,42.0000,2026-01-16,2026-01-16,2026-01-16,2026-02-25,2026-02-25,2026-02-25,MRP-20251218-00000100,42.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036036,849-000382,M16*E19*L2.8六角螺母,外购,生产项目采购申请单,已投放,1429.0000,1429.0000,2026-01-16,2026-01-16,2026-01-16,2026-02-25,2026-02-25,2026-02-25,MRP-20251218-00000100,1429.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036037,849-000382,M16*E19*L2.8六角螺母,外购,生产项目采购申请单,已投放,2047.0000,2047.0000,2026-01-16,2026-01-16,2026-01-16,2026-02-25,2026-02-25,2026-02-25,MRP-20251218-00000100,2047.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036039,849-000382,M16*E19*L2.8六角螺母,外购,生产项目采购申请单,已投放,228.0000,228.0000,2026-01-16,2026-01-16,2026-01-16,2026-02-25,2026-02-25,2026-02-25,MRP-20251218-00000100,228.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036040,849-000382,M16*E19*L2.8六角螺母,外购,生产项目采购申请单,已投放,42.0000,42.0000,2026-01-16,2026-01-16,2026-01-16,2026-02-25,2026-02-25,2026-02-25,MRP-20251218-00000100,42.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036041,849-000382,M16*E19*L2.8六角螺母,外购,生产项目采购申请单,已投放,96.0000,96.0000,2026-01-17,2026-01-17,2026-01-17,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,96.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036042,849-000382,M16*E19*L2.8六角螺母,外购,生产项目采购申请单,已投放,2568.0000,2568.0000,2026-01-17,2026-01-17,2026-01-17,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,2568.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036043,849-000382,M16*E19*L2.8六角螺母,外购,生产项目采购申请单,已投放,384.0000,384.0000,2026-01-17,2026-01-17,2026-01-17,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,384.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036044,849-000382,M16*E19*L2.8六角螺母,外购,生产项目采购申请单,已投放,1344.0000,1344.0000,2026-01-17,2026-01-17,2026-01-17,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1344.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036046,165-000726,YN501_散热硅胶垫1,外购,生产项目采购申请单,已投放,2066.0000,2066.0000,2026-01-15,2026-01-15,2026-01-15,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,2066.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036047,165-000726,YN501_散热硅胶垫1,外购,生产项目采购申请单,已投放,48.0000,48.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,48.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036048,165-000726,YN501_散热硅胶垫1,外购,生产项目采购申请单,已投放,1284.0000,1284.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1284.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036049,165-000726,YN501_散热硅胶垫1,外购,生产项目采购申请单,已投放,192.0000,192.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,192.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036050,165-000722,YN501_M16连接器防水胶套,外购,生产项目采购申请单,已投放,222.0000,222.0000,2026-01-08,2026-01-08,2026-01-08,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,222.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036051,165-000722,YN501_M16连接器防水胶套,外购,生产项目采购申请单,已投放,20.0000,20.0000,2026-01-08,2026-01-08,2026-01-08,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,20.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036052,165-000722,YN501_M16连接器防水胶套,外购,生产项目采购申请单,已投放,300.0000,300.0000,2026-01-09,2026-01-09,2026-01-09,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,300.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036053,165-000722,YN501_M16连接器防水胶套,外购,生产项目采购申请单,已投放,20.0000,20.0000,2026-01-09,2026-01-09,2026-01-09,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,20.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036054,165-000722,YN501_M16连接器防水胶套,外购,生产项目采购申请单,已投放,50.0000,50.0000,2026-01-09,2026-01-09,2026-01-09,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,50.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036055,165-000722,YN501_M16连接器防水胶套,外购,生产项目采购申请单,已投放,1429.0000,1429.0000,2026-02-04,2026-02-04,2026-02-04,2026-02-25,2026-02-25,2026-02-25,MRP-20251218-00000100,1429.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036057,165-000722,YN501_M16连接器防水胶套,外购,生产项目采购申请单,已投放,42.0000,42.0000,2026-02-04,2026-02-04,2026-02-04,2026-02-25,2026-02-25,2026-02-25,MRP-20251218-00000100,42.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036058,165-000722,YN501_M16连接器防水胶套,外购,生产项目采购申请单,已投放,228.0000,228.0000,2026-02-04,2026-02-04,2026-02-04,2026-02-25,2026-02-25,2026-02-25,MRP-20251218-00000100,228.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036056,165-000722,YN501_M16连接器防水胶套,外购,生产项目采购申请单,已投放,2047.0000,2047.0000,2026-02-04,2026-02-04,2026-02-04,2026-02-25,2026-02-25,2026-02-25,MRP-20251218-00000100,2047.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036060,165-000722,YN501_M16连接器防水胶套,外购,生产项目采购申请单,已投放,96.0000,96.0000,2026-02-05,2026-02-05,2026-02-05,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,96.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036059,165-000722,YN501_M16连接器防水胶套,外购,生产项目采购申请单,已投放,42.0000,42.0000,2026-02-04,2026-02-04,2026-02-04,2026-02-25,2026-02-25,2026-02-25,MRP-20251218-00000100,42.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036061,165-000722,YN501_M16连接器防水胶套,外购,生产项目采购申请单,已投放,2568.0000,2568.0000,2026-02-05,2026-02-05,2026-02-05,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,2568.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036063,165-000722,YN501_M16连接器防水胶套,外购,生产项目采购申请单,已投放,1344.0000,1344.0000,2026-02-05,2026-02-05,2026-02-05,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1344.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036062,165-000722,YN501_M16连接器防水胶套,外购,生产项目采购申请单,已投放,384.0000,384.0000,2026-02-05,2026-02-05,2026-02-05,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,384.0000,,2025-12-19 21:21:17,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036147,165-001563,YN501_导电泡棉G,外购,生产项目采购申请单,已投放,1922.0000,1922.0000,2026-01-15,2026-01-15,2026-01-15,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,1922.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036148,165-001563,YN501_导电泡棉G,外购,生产项目采购申请单,已投放,48.0000,48.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,48.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036149,165-001563,YN501_导电泡棉G,外购,生产项目采购申请单,已投放,1284.0000,1284.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1284.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036150,165-001563,YN501_导电泡棉G,外购,生产项目采购申请单,已投放,192.0000,192.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,192.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036159,838-000156,YN408 4G DIV支架天线,外购,生产项目采购申请单,已投放,1252.0000,1252.0000,2026-01-28,2026-01-28,2026-01-28,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,1252.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036160,838-000156,YN408 4G DIV支架天线,外购,生产项目采购申请单,已投放,48.0000,48.0000,2026-02-25,2026-02-25,2026-02-25,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,48.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036162,838-000156,YN408 4G DIV支架天线,外购,生产项目采购申请单,已投放,192.0000,192.0000,2026-02-25,2026-02-25,2026-02-25,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,192.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036161,838-000156,YN408 4G DIV支架天线,外购,生产项目采购申请单,已投放,1284.0000,1284.0000,2026-02-25,2026-02-25,2026-02-25,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1284.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036163,165-001561,YN501_导电泡棉E,外购,生产项目采购申请单,已投放,2092.0000,2092.0000,2026-01-15,2026-01-15,2026-01-15,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,2092.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036164,165-001561,YN501_导电泡棉E,外购,生产项目采购申请单,已投放,48.0000,48.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,48.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036165,165-001561,YN501_导电泡棉E,外购,生产项目采购申请单,已投放,1284.0000,1284.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1284.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036166,165-001561,YN501_导电泡棉E,外购,生产项目采购申请单,已投放,192.0000,192.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,192.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036167,165-001559,YN501_导电泡棉C,外购,生产项目采购申请单,已投放,1922.0000,1922.0000,2026-01-15,2026-01-15,2026-01-15,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,1922.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000033,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036168,165-001559,YN501_导电泡棉C,外购,生产项目采购申请单,已投放,48.0000,48.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,48.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
JHJY-20251218-00036169,165-001559,YN501_导电泡棉C,外购,生产项目采购申请单,已投放,1284.0000,1284.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1284.0000,,2025-12-19 19:50:23,朱杰倩,YCD2025121600000034,投放关闭,2025-12-18 20:23:17
