material_code,material_name,modelnum,huid_productline_name,baseunit_number,baseunit_name,group_name,group_type,materialattr,purchase_fixedleadtime,purchase_huid_batchqty,purchase_huid_minlotsize,product_fixedleadtime,material_standard_price,product_status
606-001026,Sample Business Label 0478bd01,,Autonomous Driving,pcs,piece,Sample Business Label 0e5444d0,Sample Business Label 84fc6382,Purchased,14.00,,,1.00,38.500004,Sample Business Label 14d9bbad
588-000732,YC632_P2_PCBA,YC632_P2_PCBA,Sample Business Label 1674b06f,pcs,piece,Sample Business Label f0207843,Sample Business Label 6ca8a46d,Outsourced,1.00,,,1.00,,Sample Business Label 14d9bbad
358-000150,NMOS,OCEP050N12GU,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5bce86f3,Purchased,0.00,,,1.00,,Sample Business Label 14d9bbad
849-000902,Sample Business Label 19059f4b,Sample Business Label ad124f6e,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 0f3d50d5,Purchased,35.00,,,1.00,,Sample Business Label 14d9bbad
795-000802,Sample Business Label 780959ce,Sample Business Label c01a3520,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 2d85aff0,Purchased,33.00,,,1.00,0.514037,Sample Business Label 14d9bbad
165-001322,Sample Business Label cb6b468a,Sample Business Label 07497822,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,42.00,,,1.00,,Sample Business Label 14d9bbad
972-000001,SPI NOR FLASH,X25Q128JVSIQTR,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 09caa247,Purchased,84.00,,,1.00,,Sample Business Label 14d9bbad
539-000016,Sample Business Label b85ec631,"75K,0402,1%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,84.00,,,1.00,0.001469,Sample Business Label 14d9bbad
165-001963,Sample Business Label 8097e869,Sample Business Label 479a97fb,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,35.00,,,1.00,,Sample Business Label 14d9bbad
972-000519,Sample Business Label 57be4f5e,BT32F403AVGT7,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 09caa247,Purchased,56.00,,,1.00,5.500049,Sample Business Label 14d9bbad
165-002644,Sample Business Label a5ff14e7,Sample Business Label dedfb7ed,Autonomous Driving,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,35.00,,,1.00,20.290054,Sample Business Label 14d9bbad
539-000540,Sample Business Label b85ec631,38.3K，0402，1%,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,84.00,,,1.00,0.001469,Sample Business Label 14d9bbad
308-000037,Sample Business Label e6da225c,,Sample Business Label 1674b06f,pcs,piece,Sample Business Label f0207843,Sample Business Label 813d8697,In-house,1.00,,,1.00,,Sample Business Label 14d9bbad
838-000322,Sample Business Label 569e8626,Sample Business Label b24b562d,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 0e5444d0,Sample Business Label 6e9ebdaf,Purchased,35.00,,,1.00,,Sample Business Label 14d9bbad
588-000545,Sample Business Label 7d51be7b,YS403_X3M_P2_S01_PCBA,Sample Business Label 1674b06f,pcs,piece,Sample Business Label f0207843,Sample Business Label 6ca8a46d,Outsourced,10.00,,,1.00,,Sample Business Label 14d9bbad
165-001861,Sample Business Label f94a0253,Sample Business Label eb7364c1,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,35.00,,,1.00,47.500002,Sample Business Label 14d9bbad
165-002626,Sample Business Label 8997e019,Sample Business Label 70ff5b74,Sample Business Label 761a79a0,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,21.00,,,1.00,0.800040,Sample Business Label 14d9bbad
321-000374,Sample Business Label ac08daa8,YN402_ROCKER_LEFT_CON_P1_PCB,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 17302eae,Sample Business Label cbf023bc,Purchased,30.00,,,1.00,0.609974,Sample Business Label 14d9bbad
733-000024,Sample Business Label de3ed42c,CLM18SG121TN1D,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label f3f2ee9b,Purchased,112.00,,,1.00,0.116955,Sample Business Label 14d9bbad
539-000090,Sample Business Label b85ec631,"12.1K,0402,1%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,84.00,,,1.00,0.001469,Sample Business Label 14d9bbad
733-000206,Sample Business Label de3ed42c,IZ1005K102TFB01,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label f3f2ee9b,Purchased,105.00,,,1.00,0.021018,Sample Business Label 14d9bbad
795-001223,Sample Business Label 839db8e0,Sample Business Label 34e63c0e,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 2d85aff0,Purchased,42.00,,,1.00,,Sample Business Label 14d9bbad
165-001416,Sample Business Label caddeab6,Sample Business Label ce028c22,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,35.00,,,1.00,,Sample Business Label 14d9bbad
527-000037,Sample Business Label 066ae8fd,RTS3032768J13T,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label f5e6f23a,Purchased,28.00,,,1.00,0.509969,Sample Business Label 14d9bbad
972-000558,Sample Business Label 209a5670,TC668SEMNA-F61-UGNDA,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 09caa247,Purchased,64.00,,,1.00,1006.540042,Sample Business Label 14d9bbad
588-000584,Sample Business Label af6d52f8,Sample Business Label af6d52f8,Sample Business Label 1674b06f,pcs,piece,Sample Business Label f0207843,Sample Business Label 6ca8a46d,Outsourced,13.00,,,1.00,,Sample Business Label 14d9bbad
321-000433,Sample Business Label 682edf15,YS403_YX_FPC_LEFT_P1_PCB,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 17302eae,Sample Business Label cbf023bc,Purchased,35.00,,,1.00,,Sample Business Label 14d9bbad
994-000487,Sample Business Label b04b3c09,,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label d9643929,Purchased,35.00,,,1.00,,Sample Business Label 14d9bbad
356-000429,Sample Business Label 76ce8bde,ZZKA2501WR-4P,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label db158135,Purchased,25.00,,,1.00,0.080004,Sample Business Label 14d9bbad
539-000122,Sample Business Label b85ec631,"41.2K,0603,1%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,84.00,,,1.00,0.002825,Sample Business Label 14d9bbad
972-000631,LPDDR4,K4FBE3D4HB-KHCL,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 09caa247,Purchased,112.00,,,1.00,461.654946,Sample Business Label 14d9bbad
539-000388,Sample Business Label 333baf41,OCP18XH103F03RB,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,112.00,,,1.00,0.116955,Sample Business Label 14d9bbad
795-000617,Sample Business Label f61bdd32,Sample Business Label 174b4e3c,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 2d85aff0,Purchased,14.00,,,1.00,,Sample Business Label 14d9bbad
972-000458,Sample Business Label 184e1d64,SS331XF,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 09caa247,Purchased,42.00,,,1.00,0.224983,Sample Business Label 14d9bbad
356-000294,Sample Business Label b56b1df1,3243-207MG0ABNUR8,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label db158135,Purchased,28.00,,,1.00,0.540027,Sample Business Label 14d9bbad
539-000383,Sample Business Label b85ec631,"8.25K,0402,1%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,84.00,,,1.00,0.001469,Sample Business Label 14d9bbad
994-000455,Sample Business Label 183277ad,,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label d9643929,Purchased,35.00,,,1.00,,Sample Business Label 14d9bbad
972-000737,EMMC,SS70B32G4S15G,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 09caa247,Purchased,72.00,,,1.00,179.999960,Sample Business Label 14d9bbad
539-000345,Sample Business Label b85ec631,"220K,0402,1%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,84.00,,,1.00,0.002825,Sample Business Label 14d9bbad
849-000636,Sample Business Label c7b8a6a2,Sample Business Label 35ae2f17,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 0f3d50d5,Purchased,17.00,,,1.00,,Sample Business Label 14d9bbad
972-000624,MCU,GS32R294HAK0MJDR,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 09caa247,Purchased,168.00,,,1.00,116.499949,Sample Business Label 14d9bbad
165-001486,Sample Business Label 9cd5dca0,Sample Business Label 02ded0e4,Autonomous Driving,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,35.00,,,1.00,,Sample Business Label 14d9bbad
895-000033,Sample Business Label 6b215fcc,Sample Business Label 405b11f4,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label d7716c4a,Purchased,18.00,,,1.00,0.329960,Sample Business Label 14d9bbad
468-000655,Sample Business Label f6283f0a,Sample Business Label cc2b596b,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 0e5444d0,Sample Business Label a5e675d6,Purchased,1.00,,,1.00,7.999948,Sample Business Label 14d9bbad
690-000027,Sample Business Label 2f7f1f3d,TP0605URPGC,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label f3ac5013,Purchased,30.00,,,1.00,0.180009,Sample Business Label 14d9bbad
733-000166,Sample Business Label 1ef5a5d1,IPIM322512-S22M,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label f3f2ee9b,Purchased,28.00,,,1.00,0.309959,Sample Business Label 14d9bbad
364-000019,Sample Business Label 0ef46b3b,TMD0603B004TF,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label d8af7f3d,Purchased,133.00,,,1.00,,Sample Business Label 14d9bbad
539-000254,Sample Business Label b85ec631,"2.2M,0402,1%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,98.00,,,1.00,0.001469,Sample Business Label 14d9bbad
895-000090,Sample Business Label 17db6d2d,K2-2266-180-00-250,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label d7716c4a,Purchased,28.00,,,1.00,0.095033,Sample Business Label 14d9bbad
849-001195,Sample Business Label a1d28d9d,Sample Business Label a95993fd,Sample Business Label 96053b3e,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 0f3d50d5,Purchased,1.00,,,1.00,68.000010,Sample Business Label 14d9bbad
539-000141,Sample Business Label b85ec631,"17.4K,0402,1%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,84.00,,,1.00,0.001469,Sample Business Label 14d9bbad
539-000152,Sample Business Label b85ec631,"10M,0402,1%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,84.00,,,1.00,0.001921,Sample Business Label 14d9bbad
454-000157,Sample Business Label e55eeeed,NMSZ5270BT1G,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5680b573,Purchased,1.00,,,1.00,,Sample Business Label 14d9bbad
356-000292,Sample Business Label 22c9f0ee,ZZKWF12547-102ZSNAR1,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label db158135,Purchased,25.00,,,1.00,0.120006,Sample Business Label 14d9bbad
733-000244,Sample Business Label 26a99aed,BMCW3225B-2-101T,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label f3f2ee9b,Purchased,105.00,,,1.00,,Sample Business Label 14d9bbad
165-001456,Sample Business Label dbac307a,Sample Business Label 19b27302,Sample Business Label 761a79a0,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,28.00,,,1.00,,Sample Business Label 14d9bbad
972-000702,Sample Business Label caa3d4a6,NT6709QC-STD,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 09caa247,Purchased,90.00,,,1.00,9.800038,Sample Business Label 14d9bbad
165-002068,Sample Business Label c8781153,Sample Business Label ba3fc207,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,14.00,,,1.00,,Sample Business Label 14d9bbad
588-000664,Sample Business Label 437acf88,Sample Business Label 437acf88,Sample Business Label 1674b06f,pcs,piece,Sample Business Label f0207843,Sample Business Label 6ca8a46d,Outsourced,1.00,,,1.00,,Sample Business Label 14d9bbad
165-000266,Sample Business Label 9d539d7f,Sample Business Label d3605913,Autonomous Driving,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,21.00,,,1.00,0.056500,Sample Business Label 14d9bbad
725-000074,Sample Business Label 05087a91,"20pf,50V,0402,5%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 07789cfe,Purchased,28.00,,,1.00,0.006102,Sample Business Label 14d9bbad
165-001817,Sample Business Label f5144a72,Sample Business Label 19ebfa3c,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,28.00,,,1.00,9.240010,Sample Business Label 14d9bbad
588-000551,Sample Business Label 16f18287,Sample Business Label 16f18287,Sample Business Label 1674b06f,pcs,piece,Sample Business Label f0207843,Sample Business Label 6ca8a46d,Outsourced,13.00,,,1.00,,Sample Business Label 14d9bbad
549-000881,Sample Business Label 126c7334,Sample Business Label 5745b99e,Autonomous Driving,pcs,piece,Sample Business Label 0e5444d0,Sample Business Label 5b88d24a,Purchased,28.00,,,1.00,,Sample Business Label 14d9bbad
356-000283,Sample Business Label 2cae84b2,Sample Business Label 69af389c,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label db158135,Purchased,35.00,,,1.00,8.799988,Sample Business Label 14d9bbad
539-000409,Sample Business Label b85ec631,"1K,0402,1%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,56.00,,,1.00,0.001808,Sample Business Label 14d9bbad
165-001976,Sample Business Label d307da82,Sample Business Label 1abe8c84,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,21.00,,,1.00,,Sample Business Label 14d9bbad
725-000366,Sample Business Label 05087a91,47nF 16V 1402 10% X7R,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 07789cfe,Purchased,77.00,,,1.00,0.003164,Sample Business Label 14d9bbad
454-000285,Sample Business Label e55eeeed,CZD52C20,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5680b573,Purchased,56.00,,,1.00,0.072433,Sample Business Label 14d9bbad
539-000517,Sample Business Label b85ec631,"348k,0402,1%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,98.00,,,1.00,0.001469,Sample Business Label 14d9bbad
795-001188,Sample Business Label 46cd8cfc,50*120,Sample Business Label 96053b3e,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 2d85aff0,Purchased,28.00,,,1.00,2.834040,Sample Business Label 14d9bbad
972-000473,Sample Business Label 339a7e9a,BW9666QNR,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 09caa247,Purchased,392.00,,,1.00,0.609974,Sample Business Label 14d9bbad
356-000375,Sample Business Label 3453c0fd,ZZK2243-220MG0ANBUR4,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label db158135,Purchased,25.00,,,1.00,1.234977,Sample Business Label 14d9bbad
994-000280,Sample Business Label f7628ba1,Sample Business Label e15bb5d1,Sample Business Label 5c716e22,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label d9643929,Purchased,35.00,,,1.00,,Sample Business Label 14d9bbad
165-000721,Sample Business Label 16a2a3a1,Sample Business Label 197cfe5e,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,14.00,,,1.00,,Sample Business Label 14d9bbad
549-001147,Sample Business Label 9377fcfc,,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 0e5444d0,Sample Business Label 5b88d24a,Purchased,48.00,,,1.00,,Sample Business Label 14d9bbad
356-000251,Sample Business Label 8ea89ecb,XB1502A-002R-TAND,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label db158135,Purchased,25.00,,,1.00,0.140007,Sample Business Label 14d9bbad
165-001466,Sample Business Label f60c4c59,Sample Business Label 135fa714,Autonomous Driving,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,21.00,,,1.00,,Sample Business Label 14d9bbad
994-000329,Sample Business Label ce1fb930,Sample Business Label 78e3c36d,Sample Business Label 761a79a0,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label d9643929,Purchased,35.00,,,1.00,,Sample Business Label 14d9bbad
994-000068,Sample Business Label a8ae08f5,Sample Business Label 2fdb439d,Sample Business Label 7bdc2d0a,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label d9643929,Purchased,35.00,,,1.00,5.500049,Sample Business Label 14d9bbad
165-001208,Sample Business Label 4c4b4497,Sample Business Label 1b78fc6a,Sample Business Label 7bdc2d0a,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,28.00,,,1.00,,Sample Business Label 14d9bbad
849-001300,Sample Business Label 4b2cadee,Sample Business Label 7e383bac,Sample Business Label 96053b3e,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 0f3d50d5,Purchased,1.00,,,1.00,0.335610,Sample Business Label 14d9bbad
454-000304,Sample Business Label 9ace67c7,TRV05-4A,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5680b573,Purchased,56.00,,,1.00,0.120006,Sample Business Label 14d9bbad
165-001436,Sample Business Label 2508e693,Sample Business Label 6c491320,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,35.00,,,1.00,,Sample Business Label 14d9bbad
356-000401,Sample Business Label 1f002575,Sample Business Label 27b7b772,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label db158135,Purchased,35.00,,,1.00,11.199995,Sample Business Label 14d9bbad
165-000770,Sample Business Label d82b3959,Sample Business Label 12f924b7,Autonomous Driving,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,21.00,,,1.00,,Sample Business Label 14d9bbad
725-000079,Sample Business Label 05087a91,"470nF,50V,0402,10%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 07789cfe,Purchased,98.00,,,1.00,0.120006,Sample Business Label 14d9bbad
972-000768,Sample Business Label 5c617ad2,UMI3112H,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 09caa247,Purchased,42.00,,,1.00,0.200010,Sample Business Label 14d9bbad
165-003486,Sample Business Label 024eb102,Sample Business Label 2ee1ded4,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,28.00,,,1.00,,Sample Business Label 14d9bbad
165-000858,Sample Business Label b9788690,Sample Business Label ba87da41,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,28.00,,,1.00,,Sample Business Label 14d9bbad
849-001431,Sample Business Label 4831a264,,Sample Business Label 96053b3e,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 08885629,Purchased,1.00,,,1.00,,Sample Business Label 14d9bbad
363-000538,Sample Business Label bc8cdac2,,Sample Business Label 96053b3e,pcs,piece,Sample Business Label 0e5444d0,Sample Business Label 797c70ef,Purchased,35.00,,,1.00,59.999949,Sample Business Label 14d9bbad
849-001287,Sample Business Label 63311745,Sample Business Label 5bf31d9b,Sample Business Label 96053b3e,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 0f3d50d5,Purchased,1.00,,,1.00,0.058082,Sample Business Label 14d9bbad
358-000063,Sample Business Label a1d3a332,BOTL66912,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5bce86f3,Purchased,140.00,,,1.00,13.399992,Sample Business Label 14d9bbad
725-000060,Sample Business Label 05087a91,"3.3nF,50V,0402,10%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 07789cfe,Purchased,126.00,,,1.00,0.004181,Sample Business Label 14d9bbad
849-001209,Sample Business Label 26b7b8df,Sample Business Label 03a32517,Sample Business Label 96053b3e,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 0f3d50d5,Purchased,1.00,,,1.00,77.999945,Sample Business Label 14d9bbad
321-000371,Sample Business Label 799ad36c,YC402_SK3568_P2_PCB,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 17302eae,Sample Business Label cbf023bc,Purchased,35.00,,,1.00,37.999979,Sample Business Label 14d9bbad
838-000305,Sample Business Label 7e7086ad,YN402MAIN-SC668S-EM-V1.0,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 0e5444d0,Sample Business Label 6e9ebdaf,Purchased,35.00,,,1.00,,Sample Business Label 14d9bbad
363-000572,Sample Business Label 38400eec,,Sample Business Label 96053b3e,pcs,piece,Sample Business Label 0e5444d0,Sample Business Label 797c70ef,Purchased,35.00,,,1.00,7.004079,Sample Business Label 14d9bbad
849-000335,Sample Business Label b27ac22c,Sample Business Label c9d2faf4,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 0f3d50d5,Purchased,17.00,,,1.00,,Sample Business Label 14d9bbad
165-003216,Sample Business Label b22a4ef9,Sample Business Label 60fc3c0c,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,28.00,,,1.00,5.939958,Sample Business Label 14d9bbad
795-000437,Sample Business Label 8ab4158e,Sample Business Label 3dfe0c1d,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 2d85aff0,Purchased,17.00,,,1.00,,Sample Business Label 14d9bbad
725-000354,Sample Business Label 05087a91,"100PF,50V,0603,5%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 07789cfe,Purchased,60.00,,,1.00,0.007006,Sample Business Label 14d9bbad
849-001349,Sample Business Label d8a6d72c,Sample Business Label a59fa663,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 0f3d50d5,Purchased,1.00,,,1.00,,Sample Business Label 14d9bbad
606-000380,Sample Business Label d6a94d4b,Sample Business Label 9b6f94db,Sample Business Label 735ac064,pcs,piece,Sample Business Label 0e5444d0,Sample Business Label 84fc6382,Purchased,14.00,,,1.00,2.749968,Sample Business Label 14d9bbad
321-000370,Sample Business Label 83d98a3d,YC102_Navigation_Handle_P1_PCB,Autonomous Driving,pcs,piece,Sample Business Label 17302eae,Sample Business Label cbf023bc,Purchased,35.00,,,1.00,2.509956,Sample Business Label 14d9bbad
795-000265,Sample Business Label 90e41a92,Sample Business Label 000b8e4d,Autonomous Driving,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 2d85aff0,Purchased,21.00,,,1.00,,Sample Business Label 14d9bbad
356-000503,Sample Business Label 4160e27d,ZZKA2006CWR-2x8P,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label db158135,Purchased,25.00,,,1.00,0.329960,Sample Business Label 14d9bbad
733-000082,Sample Business Label be98a238,XPN252012ER47MT,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label f3f2ee9b,Purchased,28.00,,,1.00,0.150968,Sample Business Label 14d9bbad
165-002076,Sample Business Label c76a7bac,Sample Business Label 089631d8,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,28.00,,,1.00,,Sample Business Label 14d9bbad
994-000403,Sample Business Label 4cb72499,,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label d9643929,Purchased,35.00,,,1.00,,Sample Business Label 14d9bbad
321-000578,YC403_SK3576_P1.1_PCB,YC403_SK3576_P1.1_PCB,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 17302eae,Sample Business Label cbf023bc,Purchased,45.00,,,1.00,34.360023,Sample Business Label 14d9bbad
588-000500,Sample Business Label 4a6a94e4,Sample Business Label 4a6a94e4,Sample Business Label 1674b06f,pcs,piece,Sample Business Label f0207843,Sample Business Label 6ca8a46d,Outsourced,33.00,,,1.00,,Sample Business Label 14d9bbad
321-000487,YS508_FPC_40PIN_P0_PCB,YS508_FPC_40PIN_P0_PCB,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 17302eae,Sample Business Label cbf023bc,Purchased,35.00,,,1.00,1.799977,Sample Business Label 14d9bbad
849-001188,Sample Business Label f04a69d2,Sample Business Label a95993fd,Sample Business Label 96053b3e,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 0f3d50d5,Purchased,1.00,,,1.00,201.420014,Sample Business Label 14d9bbad
165-002514,Sample Business Label fed0ec63,Sample Business Label 04d63e42,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,14.00,,,1.00,0.944793,Sample Business Label 14d9bbad
588-000430,YC400_Terminal_P5_S01_PCBA,YC400_Terminal_P5_S01_PCBA,Sample Business Label 761a79a0,pcs,piece,Sample Business Label f0207843,Sample Business Label 6ca8a46d,Outsourced,33.00,,,1.00,,Sample Business Label 14d9bbad
321-000456,Sample Business Label 218b6162,Sample Business Label 218b6162,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 17302eae,Sample Business Label cbf023bc,Purchased,45.00,,,1.00,11.199995,Sample Business Label 14d9bbad
972-000685,Sample Business Label f9230bdd,JNA104ASOIC8,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 09caa247,Purchased,42.00,,,1.00,2.800027,Sample Business Label 14d9bbad
733-000207,Sample Business Label be98a238,TPH4030HR47NT,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label f3f2ee9b,Purchased,140.00,,,1.00,0.196959,Sample Business Label 14d9bbad
733-000078,Sample Business Label de3ed42c,VPZ1608U220-6R0TF,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label f3f2ee9b,Purchased,98.00,,,1.00,0.027007,Sample Business Label 14d9bbad
539-000571,Sample Business Label b85ec631,100k，1206，1%,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,84.00,,,1.00,0.010961,Sample Business Label 14d9bbad
