billno,materialplanid_number,materialplanid_name,materialattr_title,dropbilltype_name,dropstatus_title,adviseorderqty,bizorderqty,orderdate,advisestartdate,startdate,adviseenddate,enddate,availabledate,planoperatenum,bizdropqty,advisedroptime,droptime,creator_name,rootdemandbillno,closestatus_title,createtime
JHJY-20251218-00035764,468-000559,Sample Business Label 035e282b,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1000.0000,1000.0000,2025-12-18,2025-12-18,2025-12-18,2025-12-18,2025-12-18,2025-12-18,MRP-20251218-00000100,1000.0000,,2025-12-19 21:21:17,Zhu Jieqian,HDKJ-20251214-003,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035765,468-000559,Sample Business Label 035e282b,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1000.0000,1000.0000,2025-12-18,2025-12-18,2025-12-18,2025-12-18,2025-12-18,2025-12-18,MRP-20251218-00000100,1000.0000,,2025-12-19 21:21:17,Zhu Jieqian,HDKJ-20251218-008,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035766,468-000559,Sample Business Label 035e282b,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,14.0000,14.0000,2025-12-20,2025-12-20,2025-12-20,2025-12-27,2025-12-27,2025-12-27,MRP-20251218-00000100,14.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025120300000014,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035767,468-000559,Sample Business Label 035e282b,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,198.0000,198.0000,2025-12-20,2025-12-20,2025-12-20,2025-12-27,2025-12-27,2025-12-27,MRP-20251218-00000100,198.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025120300000014,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035768,468-000559,Sample Business Label 035e282b,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,144.0000,144.0000,2026-01-21,2026-01-21,2026-01-21,2026-01-28,2026-01-28,2026-01-28,MRP-20251218-00000100,144.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035769,468-000559,Sample Business Label 035e282b,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1675.0000,1675.0000,2026-01-21,2026-01-21,2026-01-21,2026-01-28,2026-01-28,2026-01-28,MRP-20251218-00000100,1675.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035770,468-000559,Sample Business Label 035e282b,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,300.0000,300.0000,2026-01-23,2026-01-23,2026-01-23,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,300.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035772,468-000559,Sample Business Label 035e282b,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,228.0000,228.0000,2026-02-18,2026-02-18,2026-02-18,2026-02-25,2026-02-25,2026-02-25,MRP-20251218-00000100,228.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035771,468-000559,Sample Business Label 035e282b,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,2047.0000,2047.0000,2026-02-18,2026-02-18,2026-02-18,2026-02-25,2026-02-25,2026-02-25,MRP-20251218-00000100,2047.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035787,165-002708,Sample Business Label e5cb4334,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1104.0000,1104.0000,2026-01-28,2026-01-28,2026-01-28,2026-02-25,2026-02-25,2026-02-25,MRP-20251218-00000100,1104.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035788,165-002708,Sample Business Label e5cb4334,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,42.0000,42.0000,2026-01-28,2026-01-28,2026-01-28,2026-02-25,2026-02-25,2026-02-25,MRP-20251218-00000100,42.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035789,165-002708,Sample Business Label e5cb4334,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,228.0000,228.0000,2026-01-28,2026-01-28,2026-01-28,2026-02-25,2026-02-25,2026-02-25,MRP-20251218-00000100,228.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035790,165-002708,Sample Business Label e5cb4334,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1344.0000,1344.0000,2026-01-29,2026-01-29,2026-01-29,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1344.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035802,165-002644,Sample Business Label a5ff14e7,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1964.0000,1964.0000,2026-02-24,2026-02-24,2026-02-24,2026-02-25,2026-02-25,2026-02-25,MRP-20251218-00000100,1964.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035803,165-002644,Sample Business Label a5ff14e7,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,42.0000,42.0000,2026-02-24,2026-02-24,2026-02-24,2026-02-25,2026-02-25,2026-02-25,MRP-20251218-00000100,42.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035804,165-002644,Sample Business Label a5ff14e7,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,228.0000,228.0000,2026-02-24,2026-02-24,2026-02-24,2026-02-25,2026-02-25,2026-02-25,MRP-20251218-00000100,228.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035805,165-002644,Sample Business Label a5ff14e7,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1344.0000,1344.0000,2026-02-25,2026-02-25,2026-02-25,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1344.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035813,364-000068,Sample Business Label b4193cb4,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1000.0000,1000.0000,2025-12-18,2025-12-18,2025-12-18,2025-12-18,2025-12-18,2025-12-18,MRP-20251218-00000100,1000.0000,,2025-12-19 21:21:17,Zhu Jieqian,HDKJ-20251218-008,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035814,364-000068,Sample Business Label b4193cb4,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,14.0000,14.0000,2025-12-18,2025-12-18,2025-12-18,2025-12-27,2025-12-27,2025-12-27,MRP-20251218-00000100,14.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025120300000014,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035815,364-000068,Sample Business Label b4193cb4,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,198.0000,198.0000,2025-12-18,2025-12-18,2025-12-18,2025-12-27,2025-12-27,2025-12-27,MRP-20251218-00000100,198.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025120300000014,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035816,364-000068,Sample Business Label b4193cb4,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,240.0000,240.0000,2025-12-18,2025-12-18,2025-12-18,2025-12-27,2025-12-27,2025-12-27,MRP-20251218-00000100,240.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025120300000014,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035818,364-000068,Sample Business Label b4193cb4,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1675.0000,1675.0000,2026-01-13,2026-01-13,2026-01-13,2026-01-28,2026-01-28,2026-01-28,MRP-20251218-00000100,1675.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035817,364-000068,Sample Business Label b4193cb4,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,144.0000,144.0000,2026-01-13,2026-01-13,2026-01-13,2026-01-28,2026-01-28,2026-01-28,MRP-20251218-00000100,144.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035819,364-000068,Sample Business Label b4193cb4,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,300.0000,300.0000,2026-01-15,2026-01-15,2026-01-15,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,300.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035820,364-000068,Sample Business Label b4193cb4,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,50.0000,50.0000,2026-01-15,2026-01-15,2026-01-15,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,50.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035821,364-000068,Sample Business Label b4193cb4,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,2047.0000,2047.0000,2026-02-10,2026-02-10,2026-02-10,2026-02-25,2026-02-25,2026-02-25,MRP-20251218-00000100,2047.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035822,364-000068,Sample Business Label b4193cb4,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,228.0000,228.0000,2026-02-10,2026-02-10,2026-02-10,2026-02-25,2026-02-25,2026-02-25,MRP-20251218-00000100,228.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035868,505-000036,Sample Business Label c0cad42a,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1697.0000,1697.0000,2025-12-18,2025-12-18,2025-12-18,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,1697.0000,,2025-12-19 21:32:44,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035869,505-000036,Sample Business Label c0cad42a,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,48.0000,48.0000,2026-01-12,2026-01-12,2026-01-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,48.0000,,2025-12-19 21:32:44,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035870,505-000036,Sample Business Label c0cad42a,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1284.0000,1284.0000,2026-01-12,2026-01-12,2026-01-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1284.0000,,2025-12-19 21:32:44,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035871,505-000036,Sample Business Label c0cad42a,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,192.0000,192.0000,2026-01-12,2026-01-12,2026-01-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,192.0000,,2025-12-19 21:32:44,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035878,838-000184,Sample Business Label 189d2cd8,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,3341.0000,3341.0000,2026-01-28,2026-01-28,2026-01-28,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,3341.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035880,838-000184,Sample Business Label 189d2cd8,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,2568.0000,2568.0000,2026-02-25,2026-02-25,2026-02-25,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,2568.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035879,838-000184,Sample Business Label 189d2cd8,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,96.0000,96.0000,2026-02-25,2026-02-25,2026-02-25,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,96.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035881,838-000184,Sample Business Label 189d2cd8,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,384.0000,384.0000,2026-02-25,2026-02-25,2026-02-25,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,384.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035900,165-001267,Sample Business Label 74ec2b9b,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1047.0000,1047.0000,2026-01-08,2026-01-08,2026-01-08,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,1047.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035901,165-001267,Sample Business Label 74ec2b9b,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,48.0000,48.0000,2026-02-05,2026-02-05,2026-02-05,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,48.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035902,165-001267,Sample Business Label 74ec2b9b,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1284.0000,1284.0000,2026-02-05,2026-02-05,2026-02-05,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1284.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035903,165-001267,Sample Business Label 74ec2b9b,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,192.0000,192.0000,2026-02-05,2026-02-05,2026-02-05,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,192.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035913,838-000178,Sample Business Label abd4fe4b,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,2053.0000,2053.0000,2026-01-28,2026-01-28,2026-01-28,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,2053.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035914,838-000178,Sample Business Label abd4fe4b,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,48.0000,48.0000,2026-02-25,2026-02-25,2026-02-25,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,48.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035916,838-000178,Sample Business Label abd4fe4b,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,192.0000,192.0000,2026-02-25,2026-02-25,2026-02-25,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,192.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035915,838-000178,Sample Business Label abd4fe4b,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1284.0000,1284.0000,2026-02-25,2026-02-25,2026-02-25,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1284.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035917,165-001484,Sample Business Label 5b88d7a2,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,2026.0000,2026.0000,2025-12-25,2025-12-25,2025-12-25,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,2026.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035918,165-001484,Sample Business Label 5b88d7a2,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,48.0000,48.0000,2026-01-22,2026-01-22,2026-01-22,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,48.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035919,165-001484,Sample Business Label 5b88d7a2,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1284.0000,1284.0000,2026-01-22,2026-01-22,2026-01-22,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1284.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035920,165-001484,Sample Business Label 5b88d7a2,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,192.0000,192.0000,2026-01-22,2026-01-22,2026-01-22,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,192.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035921,165-001269,Sample Business Label 9256e8e2,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1048.0000,1048.0000,2026-01-08,2026-01-08,2026-01-08,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,1048.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035922,165-001269,Sample Business Label 9256e8e2,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,48.0000,48.0000,2026-02-05,2026-02-05,2026-02-05,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,48.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035924,165-001269,Sample Business Label 9256e8e2,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,192.0000,192.0000,2026-02-05,2026-02-05,2026-02-05,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,192.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035923,165-001269,Sample Business Label 9256e8e2,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1284.0000,1284.0000,2026-02-05,2026-02-05,2026-02-05,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1284.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035925,165-001486,Sample Business Label 9cd5dca0,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,4184.0000,4184.0000,2026-01-08,2026-01-08,2026-01-08,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,4184.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035926,165-001486,Sample Business Label 9cd5dca0,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,96.0000,96.0000,2026-02-05,2026-02-05,2026-02-05,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,96.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035927,165-001486,Sample Business Label 9cd5dca0,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,2568.0000,2568.0000,2026-02-05,2026-02-05,2026-02-05,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,2568.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035928,165-001486,Sample Business Label 9cd5dca0,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,384.0000,384.0000,2026-02-05,2026-02-05,2026-02-05,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,384.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035960,165-000772,Sample Business Label 0f1fc188,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1912.0000,1912.0000,2026-01-15,2026-01-15,2026-01-15,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,1912.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035961,165-000772,Sample Business Label 0f1fc188,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,48.0000,48.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,48.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035962,165-000772,Sample Business Label 0f1fc188,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1284.0000,1284.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1284.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035963,165-000772,Sample Business Label 0f1fc188,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,192.0000,192.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,192.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035982,849-000208,Sample Business Label dcf8cc05,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,806.0000,806.0000,2026-01-17,2026-01-17,2026-01-17,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,806.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035983,849-000208,Sample Business Label dcf8cc05,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,4287.0000,4287.0000,2026-01-17,2026-01-17,2026-01-17,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,4287.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035985,849-000208,Sample Business Label dcf8cc05,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,6420.0000,6420.0000,2026-01-17,2026-01-17,2026-01-17,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,6420.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035984,849-000208,Sample Business Label dcf8cc05,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,240.0000,240.0000,2026-01-17,2026-01-17,2026-01-17,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,240.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035986,849-000208,Sample Business Label dcf8cc05,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,960.0000,960.0000,2026-01-17,2026-01-17,2026-01-17,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,960.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035987,165-001161,Sample Business Label 373befb9,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,252.0000,252.0000,2026-01-01,2026-01-01,2026-01-01,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,252.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035988,165-001161,Sample Business Label 373befb9,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,48.0000,48.0000,2026-01-29,2026-01-29,2026-01-29,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,48.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035989,165-001161,Sample Business Label 373befb9,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1284.0000,1284.0000,2026-01-29,2026-01-29,2026-01-29,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1284.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035990,165-001161,Sample Business Label 373befb9,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,192.0000,192.0000,2026-01-29,2026-01-29,2026-01-29,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,192.0000,,2025-12-19 19:50:23,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00036011,165-000793,Sample Business Label bbd9b2ab,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,577.0000,577.0000,2026-01-15,2026-01-15,2026-01-15,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,577.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00036012,165-000793,Sample Business Label bbd9b2ab,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,6.0000,6.0000,2026-01-15,2026-01-15,2026-01-15,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,6.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00036013,165-000793,Sample Business Label bbd9b2ab,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,48.0000,48.0000,2026-01-15,2026-01-15,2026-01-15,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,48.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00036014,165-000793,Sample Business Label bbd9b2ab,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,48.0000,48.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,48.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
