id,billno,billstatus,auditdate,billdate,entry_id,material_number,material_name,huid_scxmh_number,qty,planbegintime,planendtime,xkquainwaqty,sourcebilltype,sourcebillnumber,srcbillentity,pickstatus_title,taskstatus_title
0000019008,KSHA-20251129-003,Approved,2025-11-29 15:46:02,2025-11-29,0000019007,P61-000328,Sample Business Label 8a608f8b,,700.0000,2025-11-29 15:44:43,2025-11-30 23:59:59,700.0000,,,,Fully Issued,Completed
0000019063,HDKJ-20251201-014,Approved,2025-12-01 16:25:26,2025-12-01,0000019062,526-000001,Beidou Agricultural Navigation Controller,,120.0000,2025-12-01 16:23:57,2025-12-02 23:59:59,120.0000,,,,Fully Issued,Completed
0000019076,HDKJ-20251202-009,Approved,2025-12-02 12:05:28,2025-12-02,0000019075,590-000064,Full-cycle Agricultural Operation Detection System,,10.0000,2025-12-02 12:04:08,2025-12-03 23:59:59,10.0000,,,,Fully Issued,Completed
0000019107,HDKJ-20251202-014,Approved,2025-12-02 18:17:31,2025-12-02,0000019106,382-000005,Beidou Agricultural Navigation Controller,,400.0000,2025-12-02 18:16:36,2025-12-03 23:59:59,400.0000,,,,Fully Issued,Completed
0000019253,HDKJ-20251205-002,Approved,2025-12-05 12:04:14,2025-12-05,0000019252,590-000064,Full-cycle Agricultural Operation Detection System,,1000.0000,2025-12-05 12:01:03,2025-12-06 23:59:59,1000.0000,,,,Fully Issued,Completed
0000019255,KSHA-20251205-002,Approved,2025-12-05 14:12:39,2025-12-05,0000019254,P61-000351,Sample Business Label 8a608f8b,,750.0000,2025-12-05 14:11:25,2025-12-06 23:59:59,750.0000,,,,Fully Issued,Completed
0000019257,KSHA-20251205-003,Approved,2025-12-05 14:13:36,2025-12-05,0000019256,P61-000351,Sample Business Label 8a608f8b,,800.0000,2025-12-05 14:12:44,2025-12-06 23:59:59,800.0000,,,,Fully Issued,Completed
0000019259,KSHA-20251205-004,Approved,2025-12-05 15:04:34,2025-12-05,0000019258,U00-000170,Beidou Vehicle Telematics Terminal System,,2000.0000,2025-12-05 15:03:24,2025-12-06 23:59:59,0.0000,,,,Partially Issued,Started
0000019287,HDKJ-20251206-011,Approved,2025-12-06 14:17:47,2025-12-06,0000019286,590-000064,Full-cycle Agricultural Operation Detection System,,500.0000,2025-12-06 14:14:44,2025-12-07 23:59:59,500.0000,,,,Fully Issued,Completed
0000019551,HDKJ-20251207-003,Approved,2025-12-07 14:57:22,2025-12-07,0000019550,590-000100,Agricultural Machinery Detection System,,1200.0000,2025-12-07 14:56:15,2025-12-08 23:59:59,1200.0000,,,,Fully Issued,Completed
0000019588,HDKJ-20251208-001,Approved,2025-12-08 12:52:30,2025-12-08,0000019587,590-000064,Full-cycle Agricultural Operation Detection System,,20.0000,2025-12-08 12:45:14,2025-12-09 23:59:59,20.0000,,,,Fully Issued,Completed
0000019606,HDKJ-20251208-008,Approved,2025-12-08 15:47:13,2025-12-08,0000019605,590-000064,Full-cycle Agricultural Operation Detection System,,150.0000,2025-12-08 15:46:06,2025-12-09 23:59:59,150.0000,,,,Fully Issued,Completed
0000019610,HDKJ-20251208-009,Approved,2025-12-08 16:46:57,2025-12-08,0000019609,590-000075,Full-cycle Agricultural Operation Detection System,,600.0000,2025-12-08 16:43:38,2025-12-09 23:59:59,0.0000,,,,Fully Issued,Started
0000019616,HDKJ-20251208-015,Approved,2025-12-08 18:06:12,2025-12-08,0000019615,590-000074,Full-cycle Agricultural Operation Detection System,,200.0000,2025-12-08 18:04:19,2025-12-09 23:59:59,0.0000,,,,Fully Issued,Started
0000019684,HDKJ-20251210-003,Approved,2025-12-10 10:37:24,2025-12-10,0000019683,590-000064,Full-cycle Agricultural Operation Detection System,,1700.0000,2025-12-10 10:35:30,2025-12-11 23:59:59,1700.0000,,,,Fully Issued,Completed
0000019760,KSHA-20251210-004,Approved,2025-12-10 20:03:33,2025-12-10,0000019759,U00-000151,Beidou Vehicle Telematics Terminal System,,3600.0000,2025-12-10 20:03:02,2025-12-11 23:59:59,3600.0000,,,,Fully Issued,Completed
0000019814,HDKJ-20251211-016,Approved,2025-12-11 13:31:04,2025-12-11,0000019813,382-000005,Beidou Agricultural Navigation Controller,,1000.0000,2025-12-11 13:30:33,2025-12-12 23:59:59,1000.0000,,,,Fully Issued,Completed
0000019837,KSHA-20251211-002,Approved,2025-12-11 17:55:13,2025-12-11,0000019836,U00-000155,Beidou Vehicle Telematics Terminal System,,300.0000,2025-12-11 17:54:49,2025-12-12 23:59:59,300.0000,,,,Fully Issued,Completed
0000019839,KSHA-20251211-004,Approved,2025-12-11 17:56:09,2025-12-11,0000019838,U00-000160,Beidou Vehicle Telematics Terminal System,,1000.0000,2025-12-11 17:55:45,2025-12-12 23:59:59,1000.0000,,,,Fully Issued,Completed
0000019841,KSHA-20251211-005,Approved,2025-12-11 17:56:40,2025-12-11,0000019840,U00-000170,Beidou Vehicle Telematics Terminal System,,2900.0000,2025-12-11 17:56:11,2025-12-12 23:59:59,2900.0000,,,,Fully Issued,Completed
0000020269,HDKJ-20251212-026,Approved,2025-12-12 18:45:35,2025-12-12,0000020268,382-000005,Beidou Agricultural Navigation Controller,,1000.0000,2025-12-12 18:43:38,2025-12-13 23:59:59,1000.0000,,,,Fully Issued,Completed
0000020281,KSHA-20251212-002,Approved,2025-12-12 20:15:18,2025-12-12,0000020280,U00-000151,Beidou Vehicle Telematics Terminal System,,2000.0000,2025-12-12 20:13:42,2025-12-13 23:59:59,2000.0000,,,,Fully Issued,Completed
0000020313,HDKJ-20251213-006,Approved,2025-12-13 14:31:18,2025-12-13,0000020312,367-000061,Sample Business Label cb6463ca,,3.0000,2025-12-13 14:24:05,2025-12-14 23:59:59,0.0000,,,,Fully Issued,Started
0000020389,HDKJ-20251215-007,Approved,2025-12-15 14:01:45,2025-12-15,0000020388,367-000097,Sample Business Label e8c4b42d,,14.0000,2025-12-15 13:58:11,2025-12-16 23:59:59,14.0000,,,,Fully Issued,Completed
0000020390,HDKJ-20251215-002,Approved,2025-12-15 14:37:26,2025-12-15,0000020469,590-000100,Agricultural Machinery Detection System,,500.0000,2025-12-15 14:36:48,2025-12-16 23:59:59,500.0000,,,,Fully Issued,Completed
0000020503,HDKJ-20251216-005,Approved,2025-12-16 09:49:17,2025-12-16,0000020502,382-000005,Beidou Agricultural Navigation Controller,,800.0000,2025-12-16 09:33:04,2025-12-17 23:59:59,800.0000,,,,Fully Issued,Completed
0000020576,HDKJ-20251216-012,Approved,2025-12-16 20:42:00,2025-12-16,0000020575,590-000100,Agricultural Machinery Detection System,,373.0000,2025-12-16 20:39:20,2025-12-17 23:59:59,373.0000,,,,Fully Issued,Completed
0000020740,HDKJ-20251218-003,Approved,2025-12-18 08:56:36,2025-12-18,0000020739,526-000001,Beidou Agricultural Navigation Controller,,1000.0000,2025-12-18 08:55:50,2025-12-19 23:59:59,1000.0000,,,,Fully Issued,Completed
0000020747,HDKJ-20251218-010,Approved,2025-12-18 18:02:24,2025-12-18,0000020746,590-000064,Full-cycle Agricultural Operation Detection System,,800.0000,2025-12-18 17:59:01,2025-12-19 23:59:59,800.0000,,,,Fully Issued,Completed
0000021394,KSHA-20251219-002,Approved,2025-12-19 10:31:51,2025-12-19,0000021393,U00-000151,Beidou Vehicle Telematics Terminal System,,4500.0000,2025-12-19 10:30:17,2025-12-20 23:59:59,4500.0000,,,,Fully Issued,Completed
0000021396,KSHA-20251219-004,Approved,2025-12-19 10:33:56,2025-12-19,0000021395,U00-000159,Beidou Vehicle Telematics Terminal System,,800.0000,2025-12-19 10:30:17,2025-12-20 23:59:59,800.0000,,,,Fully Issued,Completed
0000021406,HDKJ-20251219-007,Approved,2025-12-19 20:56:37,2025-12-19,0000021405,590-000064,Full-cycle Agricultural Operation Detection System,,361.0000,2025-12-19 15:27:30,2025-12-20 23:59:59,0.0000,,,,Fully Issued,Started
0000021504,HDKJ-20251220-002,Approved,2025-12-20 10:38:41,2025-12-20,0000021503,590-000064,Full-cycle Agricultural Operation Detection System,,300.0000,2025-12-20 10:37:14,2025-12-21 23:59:59,300.0000,,,,Fully Issued,Completed
0000021721,HDKJ-20251222-013,Approved,2025-12-22 18:28:26,2025-12-22,0000021720,382-000006,Beidou Agricultural Navigation Controller,,600.0000,2025-12-22 18:26:33,2025-12-23 23:59:59,600.0000,,,,Fully Issued,Completed
0000021784,HDKJ-20251223-007,Approved,2025-12-23 19:43:41,2025-12-23,0000021783,526-000001,Beidou Agricultural Navigation Controller,,1000.0000,2025-12-23 19:42:35,2025-12-24 23:59:59,1000.0000,,,,Fully Issued,Completed
0000021786,HDKJ-20251223-008,Approved,2025-12-23 19:45:58,2025-12-23,0000021785,590-000064,Full-cycle Agricultural Operation Detection System,,100.0000,2025-12-23 19:43:44,2025-12-24 23:59:59,100.0000,,,,Fully Issued,Completed
0000021791,KSHA-20251224-002,Approved,2025-12-24 13:49:08,2025-12-24,0000021790,U00-000159,Beidou Vehicle Telematics Terminal System,,2000.0000,2025-12-24 13:48:40,2025-12-25 23:59:59,2000.0000,,,,Fully Issued,Completed
0000022168,KSHA-20251224-004,Approved,2025-12-24 18:30:12,2025-12-24,0000022167,U00-000160,Beidou Vehicle Telematics Terminal System,,1000.0000,2025-12-24 18:23:41,2025-12-25 23:59:59,1000.0000,,,,Fully Issued,Completed
0000022192,HDKJ-20251225-013,Approved,2025-12-25 14:45:50,2025-12-25,0000022191,590-000075,Full-cycle Agricultural Operation Detection System,,700.0000,2025-12-25 14:39:11,2025-12-26 23:59:59,0.0000,,,,Sample Business Label acdff3ad,Sample Business Label 859c6144
0000022201,HDKJ-20251225-015,Approved,2025-12-25 14:47:43,2025-12-25,0000022200,590-000064,Full-cycle Agricultural Operation Detection System,,20.0000,2025-12-25 14:46:23,2025-12-26 23:59:59,20.0000,,,,Fully Issued,Completed
0000022259,HDKJ-20251226-001,Approved,2025-12-26 10:47:16,2025-12-26,0000022258,590-000075,Full-cycle Agricultural Operation Detection System,,600.0000,2025-12-26 10:41:12,2025-12-27 23:59:59,0.0000,,,,Sample Business Label acdff3ad,Started
0000022266,HDKJ-20251226-030,Approved,2025-12-26 14:13:26,2025-12-26,0000022265,590-000064,Full-cycle Agricultural Operation Detection System,,2.0000,2025-12-26 13:55:48,2025-12-27 23:59:59,2.0000,,,,Fully Issued,Completed
0000022781,KSHA-20251229-028,Approved,2025-12-29 22:24:43,2025-12-29,0000022780,P61-000331,Sample Business Label 8a608f8b,,20.0000,2025-12-29 22:23:45,2025-12-30 23:59:59,20.0000,,,,Fully Issued,Completed
0000022786,HDKJ-20251230-011,Approved,2025-12-30 14:40:37,2025-12-30,0000022785,590-000064,Full-cycle Agricultural Operation Detection System,,10.0000,2025-12-30 14:37:38,2025-12-31 23:59:59,10.0000,,,,Fully Issued,Completed
0000022794,HDKJ-20251230-020,Approved,2025-12-30 15:19:26,2025-12-30,0000022792,382-000006,Beidou Agricultural Navigation Controller,,300.0000,2025-12-30 15:18:40,2025-12-31 23:59:59,300.0000,,,,Fully Issued,Completed
0000022796,HDKJ-20251230-024,Approved,2025-12-30 15:22:03,2025-12-30,0000022795,526-000001,Beidou Agricultural Navigation Controller,,300.0000,2025-12-30 15:21:39,2025-12-31 23:59:59,300.0000,,,,Fully Issued,Completed
0000022814,HDKJ-20251230-061,Approved,2025-12-30 20:15:25,2025-12-30,0000022813,590-000075,Full-cycle Agricultural Operation Detection System,,2000.0000,2025-12-30 19:30:29,2025-12-31 23:59:59,2000.0000,,,,Fully Issued,Completed
0000022816,HDKJ-20251230-065,Approved,2025-12-30 20:32:33,2025-12-30,0000022815,590-000064,Full-cycle Agricultural Operation Detection System,,2000.0000,2025-12-30 19:40:45,2025-12-31 23:59:59,2000.0000,,,,Fully Issued,Completed
0000022818,HDKJ-20251230-066,Approved,2025-12-30 19:42:34,2025-12-30,0000022817,590-000074,Full-cycle Agricultural Operation Detection System,,400.0000,2025-12-30 19:41:46,2025-12-31 23:59:59,400.0000,,,,Fully Issued,Completed
0000022820,HDKJ-20251230-067,Approved,2025-12-30 19:43:55,2025-12-30,0000022819,590-000072,Full-cycle Agricultural Operation Detection System,,150.0000,2025-12-30 19:43:01,2025-12-31 23:59:59,150.0000,,,,Fully Issued,Completed
0000022823,HDKJ-20251230-071,Approved,2025-12-30 20:04:45,2025-12-30,0000022822,590-000100,Agricultural Machinery Detection System,,1000.0000,2025-12-30 20:04:00,2025-12-31 23:59:59,1000.0000,,,,Fully Issued,Completed
0000022825,HDKJ-20251230-072,Approved,2025-12-30 20:21:15,2025-12-30,0000022824,590-000075,Full-cycle Agricultural Operation Detection System,,2000.0000,2025-12-30 20:20:18,2025-12-31 23:59:59,2000.0000,,,,Fully Issued,Completed
0000022827,HDKJ-20251230-073,Approved,2025-12-30 20:26:21,2025-12-30,0000022826,590-000075,Full-cycle Agricultural Operation Detection System,,1000.0000,2025-12-30 20:21:52,2025-12-31 23:59:59,1000.0000,,,,Fully Issued,Completed
0000022829,HDKJ-20251230-074,Approved,2025-12-30 20:27:51,2025-12-30,0000022828,590-000075,Full-cycle Agricultural Operation Detection System,,1494.0000,2025-12-30 20:26:58,2025-12-31 23:59:59,1494.0000,,,,Fully Issued,Completed
0000022831,HDKJ-20251230-076,Approved,2025-12-30 20:34:02,2025-12-30,0000022830,590-000064,Full-cycle Agricultural Operation Detection System,,1970.0000,2025-12-30 20:33:08,2025-12-31 23:59:59,1970.0000,,,,Fully Issued,Completed
0000022863,HDKJ-20251231-007,Approved,2025-12-31 10:09:54,2025-12-31,0000022862,590-000064,Full-cycle Agricultural Operation Detection System,,400.0000,2025-12-31 10:09:22,2026-01-01 23:59:59,400.0000,,,,Fully Issued,Completed
0000022944,HDKJ-20251231-015,Approved,2025-12-31 18:09:25,2025-12-31,0000022943,526-000005,Beidou Agricultural Navigation Controller,,324.0000,2025-12-31 18:08:59,2026-01-01 23:59:59,324.0000,,,,Fully Issued,Completed
0000023398,HDKJ-20260108-001,Approved,2026-01-08 16:50:04,2026-01-08,0000023397,367-000097,Sample Business Label e8c4b42d,,1.0000,2026-01-08 16:49:11,2026-01-09 23:59:59,0.0000,,,,Fully Issued,Started
0000023456,HDKJ-20260109-001,Approved,2026-01-09 15:31:02,2026-01-09,0000023455,590-000100,Agricultural Machinery Detection System,,97.0000,2026-01-09 15:29:05,2026-01-10 23:59:59,0.0000,,,,Fully Issued,Started
0000023699,KSHA-20260113-003,Approved,2026-01-13 12:14:04,2026-01-13,0000023698,U00-000080,Beidou Vehicle Telematics Terminal System,,80.0000,2026-01-13 12:12:21,2026-01-14 23:59:59,80.0000,,,,Fully Issued,Completed
0000023734,KSHA-20260113-006,Approved,2026-01-13 19:22:35,2026-01-13,0000023733,U00-000151,Beidou Vehicle Telematics Terminal System,,48.0000,2026-01-13 19:21:38,2026-01-14 23:59:59,48.0000,,,,Fully Issued,Completed
0000023911,HDKJ-20260115-003,Approved,2026-01-15 18:39:50,2026-01-15,0000023910,623-000034,408 Satellite Land Leveling System (Overseas),,6.0000,2026-01-15 18:35:56,2026-01-16 23:59:59,6.0000,,,,Fully Issued,Completed
0000024131,HDKJ-20260118-004,Approved,2026-01-18 10:43:13,2026-01-18,0000024130,526-000001,Beidou Agricultural Navigation Controller,,180.0000,2026-01-18 10:41:26,2026-01-19 23:59:59,180.0000,,,,Fully Issued,Completed
0000024133,HDKJ-20260118-007,Approved,2026-01-18 10:47:30,2026-01-18,0000024132,526-000005,Beidou Agricultural Navigation Controller,,200.0000,2026-01-18 10:46:35,2026-01-19 23:59:59,200.0000,,,,Fully Issued,Completed
0000024192,KSHA-20260120-002,Approved,2026-01-20 10:41:53,2026-01-20,0000024191,U00-000080,Beidou Vehicle Telematics Terminal System,,400.0000,2026-01-20 10:41:21,2026-01-21 23:59:59,400.0000,,,,Fully Issued,Completed
0000024695,KSHA-20260121-003,Approved,2026-01-21 16:33:03,2026-01-21,0000024694,U00-000161,Beidou Vehicle Telematics Terminal System,,399.0000,2026-01-21 16:31:48,2026-01-22 23:59:59,399.0000,,,,Fully Issued,Completed
0000024697,KSHA-20260121-004,Approved,2026-01-21 16:33:37,2026-01-21,0000024696,U00-000160,Beidou Vehicle Telematics Terminal System,,500.0000,2026-01-21 16:33:07,2026-01-22 23:59:59,500.0000,,,,Fully Issued,Completed
0000024699,KSHA-20260121-005,Approved,2026-01-21 16:34:16,2026-01-21,0000024698,U00-000170,Beidou Vehicle Telematics Terminal System,,800.0000,2026-01-21 16:33:40,2026-01-22 23:59:59,800.0000,,,,Fully Issued,Completed
0000025177,HDKJ-20260127-007,Approved,2026-01-27 14:36:46,2026-01-27,0000025176,382-000005,Beidou Agricultural Navigation Controller,,200.0000,2026-01-27 14:36:15,2026-01-28 23:59:59,200.0000,,,,Fully Issued,Completed
0000025344,HDKJ-20260128-001,Approved,2026-01-28 12:35:40,2026-01-28,0000025343,590-000075,Full-cycle Agricultural Operation Detection System,,235.0000,2026-01-28 12:19:26,2026-01-29 23:59:59,235.0000,,,,Fully Issued,Completed
0000025608,HDKJ-20260129-004,Approved,2026-01-29 18:30:27,2026-01-29,0000025607,590-000064,Full-cycle Agricultural Operation Detection System,,4.0000,2026-01-29 18:27:02,2026-01-30 23:59:59,4.0000,,,,Fully Issued,Completed
0000026035,KSHA-20260203-002,Approved,2026-02-03 14:38:20,2026-02-03,0000026034,U00-000080,Beidou Vehicle Telematics Terminal System,,510.0000,2026-02-03 14:36:52,2026-02-04 23:59:59,510.0000,,,,Fully Issued,Completed
0000026771,HDKJ-20260224-001,Approved,2026-02-24 09:39:55,2026-02-24,0000026770,623-000034,408 Satellite Land Leveling System (Overseas),,22.0000,2026-02-24 09:38:57,2026-02-25 23:59:59,22.0000,,,,Fully Issued,Completed
0000026774,HDKJ-20260224-004,Approved,2026-02-24 10:40:28,2026-02-24,0000026773,526-000001,Beidou Agricultural Navigation Controller,,460.0000,2026-02-24 10:38:15,2026-02-25 23:59:59,460.0000,,,,Fully Issued,Completed
0000026795,HDKJ-20260225-005,Approved,2026-02-25 15:41:32,2026-02-25,0000026794,590-000064,Full-cycle Agricultural Operation Detection System,,12.0000,2026-02-25 15:39:56,2026-02-26 23:59:59,12.0000,,,,Fully Issued,Completed
0000026857,HDKJ-20260228-005,Approved,2026-02-28 10:34:30,2026-02-28,0000026856,526-000005,Beidou Agricultural Navigation Controller,,247.0000,2026-02-28 10:32:32,2026-03-01 23:59:59,247.0000,,,,Fully Issued,Completed
0000026995,HDKJ-20260302-008,Approved,2026-03-02 13:22:56,2026-03-02,0000026994,590-000064,Full-cycle Agricultural Operation Detection System,,1.0000,2026-03-02 13:21:42,2026-03-03 23:59:59,1.0000,,,,Fully Issued,Completed
0000026996,KSHA-20260302-006,Approved,2026-03-02 14:01:35,2026-03-02,0000026997,U00-000170,Beidou Vehicle Telematics Terminal System,,500.0000,2026-03-02 00:00:00,2026-03-03 00:00:00,500.0000,mrp_planorder,JHJY-20260302-00040172,,Fully Issued,Completed
0000027247,HDKJ-20260304-010,Approved,2026-03-04 19:31:50,2026-03-04,0000027246,382-000006,Beidou Agricultural Navigation Controller,,300.0000,2026-03-04 19:31:12,2026-03-05 23:59:59,300.0000,,,,Fully Issued,Completed
0000027345,HDKJ-20260305-003,Approved,2026-03-05 14:53:46,2026-03-05,0000027344,590-000064,Full-cycle Agricultural Operation Detection System,,10.0000,2026-03-05 14:52:26,2026-03-06 23:59:59,10.0000,,,,Fully Issued,Completed
0000028090,KSHA-20260306-001,Approved,2026-03-06 09:49:20,2026-03-06,0000028091,U00-000080,Beidou Vehicle Telematics Terminal System,,400.0000,2026-04-29 00:00:00,2026-04-30 00:00:00,400.0000,mrp_planorder,JHJY-20260306-00040244,,Fully Issued,Completed
0000028392,HDKJ-20260307-007,Approved,2026-03-07 12:10:22,2026-03-07,0000028391,590-000064,Full-cycle Agricultural Operation Detection System,,10.0000,2026-03-07 12:09:15,2026-03-08 23:59:59,10.0000,,,,Fully Issued,Completed
0000029277,HDKJ-20260309-010,Approved,2026-03-09 14:40:00,2026-03-09,0000029276,590-000064,Full-cycle Agricultural Operation Detection System,,1.0000,2026-03-09 14:38:57,2026-03-10 23:59:59,1.0000,,,,Fully Issued,Completed
0000029806,HDKJ-20260309-012,Approved,2026-03-09 18:12:04,2026-03-09,0000029805,590-000064,Full-cycle Agricultural Operation Detection System,,20.0000,2026-03-09 18:08:18,2026-03-10 23:59:59,20.0000,,,,Fully Issued,Completed
0000030173,HDKJ-20260311-010,Approved,2026-03-11 17:59:06,2026-03-11,0000030172,590-000064,Full-cycle Agricultural Operation Detection System,,5.0000,2026-03-11 17:55:34,2026-03-12 23:59:59,5.0000,,,,Fully Issued,Completed
0000030197,HDKJ-20260311-011,Approved,2026-03-11 19:22:08,2026-03-11,0000030196,590-000064,Full-cycle Agricultural Operation Detection System,,1.0000,2026-03-11 19:19:57,2026-03-12 23:59:59,1.0000,,,,Fully Issued,Completed
0000030251,KSHA-20260312-002,Approved,2026-03-12 12:09:58,2026-03-12,0000030252,P61-000331,Sample Business Label 8a608f8b,,30.0000,2026-03-12 00:00:00,2026-03-13 00:00:00,30.0000,mrp_planorder,JHJY-20260312-00040263,,Fully Issued,Completed
0000030346,KSHA-20260312-006,Approved,2026-03-16 09:28:27,2026-03-12,0000030347,U00-000080,Beidou Vehicle Telematics Terminal System,,600.0000,2026-04-29 00:00:00,2026-04-30 00:00:00,600.0000,mrp_planorder,JHJY-20260306-00040245,,Fully Issued,Completed
0000030562,HDKJ-20260316-014,Approved,2026-03-16 15:19:26,2026-03-16,0000030561,590-000064,Full-cycle Agricultural Operation Detection System,,3.0000,2026-03-16 15:18:00,2026-03-17 23:59:59,3.0000,,,,Fully Issued,Completed
0000030564,HDKJ-20260316-015,Approved,2026-03-16 15:20:58,2026-03-16,0000030563,590-000064,Full-cycle Agricultural Operation Detection System,,30.0000,2026-03-16 15:18:00,2026-03-17 23:59:59,30.0000,,,,Fully Issued,Completed
0000030609,HDKJ-20260317-004,Approved,2026-03-17 12:07:26,2026-03-17,0000030608,590-000064,Full-cycle Agricultural Operation Detection System,,1.0000,2026-03-17 12:06:30,2026-03-18 23:59:59,1.0000,,,,Fully Issued,Completed
0000030611,HDKJ-20260317-006,Approved,2026-03-17 14:41:10,2026-03-17,0000030610,590-000064,Full-cycle Agricultural Operation Detection System,,6.0000,2026-03-17 14:39:23,2026-03-18 23:59:59,6.0000,,,,Fully Issued,Completed
0000030617,HDKJ-20260317-008,Approved,2026-03-17 16:37:22,2026-03-17,0000030616,590-000073,Full-cycle Agricultural Operation Detection System,,20.0000,2026-03-17 16:35:05,2026-03-18 23:59:59,20.0000,,,,Fully Issued,Completed
0000030662,HDKJ-20260318-002,Approved,2026-03-18 10:23:28,2026-03-18,0000030661,590-000072,Full-cycle Agricultural Operation Detection System,,10.0000,2026-03-18 10:21:14,2026-03-19 23:59:59,10.0000,,,,Fully Issued,Completed
0000030823,HDKJ-20260318-016,Approved,2026-03-18 14:59:15,2026-03-18,0000030822,590-000073,Full-cycle Agricultural Operation Detection System,,30.0000,2026-03-18 14:57:57,2026-03-19 23:59:59,30.0000,,,,Fully Issued,Completed
0000030918,HDKJ-20260319-011,Approved,2026-03-19 15:10:15,2026-03-19,0000030917,367-000097,Sample Business Label e8c4b42d,,12.0000,2026-03-19 15:08:56,2026-03-20 23:59:59,12.0000,,,,Fully Issued,Completed
0000031313,HDKJ-20260320-055,Approved,2026-03-22 10:02:51,2026-03-20,0000031437,590-000073,Full-cycle Agricultural Operation Detection System,,40.0000,2026-03-22 09:57:13,2026-03-23 23:59:59,40.0000,,,,Fully Issued,Completed
0000031317,HDKJ-20260320-048,Approved,2026-03-20 15:45:48,2026-03-20,0000031316,590-000073,Full-cycle Agricultural Operation Detection System,,4.0000,2026-03-20 15:44:39,2026-03-21 23:59:59,4.0000,,,,Fully Issued,Completed
0000031323,HDKJ-20260320-057,Approved,2026-03-20 18:11:09,2026-03-20,0000031322,382-000005,Beidou Agricultural Navigation Controller,,400.0000,2026-03-20 18:10:37,2026-03-21 23:59:59,400.0000,,,,Fully Issued,Completed
0000031325,HDKJ-20260320-059,Approved,2026-03-20 18:13:29,2026-03-20,0000031324,382-000006,Beidou Agricultural Navigation Controller,,200.0000,2026-03-20 18:13:03,2026-03-21 23:59:59,200.0000,,,,Fully Issued,Completed
0000031382,HDKJ-20260321-011,Approved,2026-03-21 15:49:14,2026-03-21,0000031381,590-000075,Full-cycle Agricultural Operation Detection System,,5.0000,2026-03-21 15:46:54,2026-03-22 23:59:59,5.0000,,,,Fully Issued,Completed
0000031384,HDKJ-20260321-013,Approved,2026-03-21 15:50:29,2026-03-21,0000031383,590-000064,Full-cycle Agricultural Operation Detection System,,100.0000,2026-03-21 15:49:20,2026-03-22 23:59:59,100.0000,,,,Fully Issued,Completed
0000031386,HDKJ-20260321-015,Approved,2026-03-21 15:52:24,2026-03-21,0000031385,590-000073,Full-cycle Agricultural Operation Detection System,,20.0000,2026-03-21 15:51:28,2026-03-22 23:59:59,20.0000,,,,Fully Issued,Completed
0000031476,HDKJ-20260323-001,Approved,2026-03-23 09:02:14,2026-03-23,0000031475,590-000073,Full-cycle Agricultural Operation Detection System,,4.0000,2026-03-23 09:00:40,2026-03-24 23:59:59,4.0000,,,,Fully Issued,Completed
0000031577,HDKJ-20260324-001,Approved,2026-03-24 10:49:51,2026-03-24,0000031576,590-000064,Full-cycle Agricultural Operation Detection System,,10.0000,2026-03-24 10:46:49,2026-03-25 23:59:59,10.0000,,,,Fully Issued,Completed
0000031579,HDKJ-20260324-003,Approved,2026-03-24 10:52:57,2026-03-24,0000031578,590-000064,Full-cycle Agricultural Operation Detection System,,1.0000,2026-03-24 10:46:49,2026-03-25 23:59:59,1.0000,,,,Fully Issued,Completed
0000031610,KSHA-20260324-002,Approved,2026-03-24 14:46:49,2026-03-24,0000031611,U00-000161,Beidou Vehicle Telematics Terminal System,,200.0000,2026-03-24 00:00:00,2026-03-25 00:00:00,200.0000,mrp_planorder,JHJY-20260324-00045424,,Fully Issued,Completed
0000031663,KSHA-20260324-005,Approved,2026-03-24 18:02:34,2026-03-24,0000031664,P61-000331,Sample Business Label 8a608f8b,,20.0000,2026-03-24 00:00:00,2026-03-25 00:00:00,20.0000,mrp_planorder,JHJY-20260324-00045427,,Fully Issued,Completed
0000031682,KSHA-20260324-008,Approved,2026-03-24 18:26:22,2026-03-24,0000031683,U00-000080,Beidou Vehicle Telematics Terminal System,,450.0000,2026-04-29 00:00:00,2026-04-30 00:00:00,450.0000,mrp_planorder,JHJY-20260324-00045431,,Fully Issued,Completed
0000031801,HDKJ-20260325-013,Approved,2026-03-25 16:09:00,2026-03-25,0000031800,590-000064,Full-cycle Agricultural Operation Detection System,,2.0000,2026-03-25 16:07:51,2026-03-26 23:59:59,2.0000,,,,Fully Issued,Completed
0000031812,HDKJ-20260325-016,Approved,2026-03-25 16:28:16,2026-03-25,0000031811,590-000073,Full-cycle Agricultural Operation Detection System,,30.0000,2026-03-25 16:27:16,2026-03-26 23:59:59,30.0000,,,,Fully Issued,Completed
0000031831,HDKJ-20260325-017,Approved,2026-03-25 16:29:25,2026-03-25,0000031813,590-000075,Full-cycle Agricultural Operation Detection System,,60.0000,2026-03-25 16:28:28,2026-03-26 23:59:59,60.0000,,,,Fully Issued,Completed
0000032300,HDKJ-20260326-005,Approved,2026-03-26 12:37:00,2026-03-26,0000032299,590-000073,Full-cycle Agricultural Operation Detection System,,32.0000,2026-03-26 12:35:50,2026-03-27 23:59:59,32.0000,,,,Fully Issued,Completed
0000032347,HDKJ-20260326-017,Approved,2026-03-26 16:26:09,2026-03-26,0000032346,590-000064,Full-cycle Agricultural Operation Detection System,,30.0000,2026-03-26 16:24:24,2026-03-27 23:59:59,30.0000,,,,Fully Issued,Completed
