id,billno,biztime,org_name,billtype_name,biztype_name,supplier_number,supplier_name,operatorname,huid_xycg_operatorname,createtime,auditdate,entry_id,material_number,material_name,qty,taxrate,tax_price,deliverdate,srcbillentryid,srcbillid,srcbillnumber,invqty,returnqty,actqty,rowclosestatus_title,rowterminatestatus_title
0000037107,01-HDKJ-CGDD-260415-013830,2026-04-15,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,51204037,Sample Business Label 8774240c,Sample Business Label 354c0ad9,Sample Business Label be6aae72,2026-04-15 10:07:47,2026-04-15 11:15:26,0000037108,795-000809,Sample Business Label 6be5713a,18000.00,13.00,0,2026-05-08,0000036995,0000037001,CGSQ-260414-000029,18000.00,0.00,18000.00,Closed,Normal
0000037105,01-HDKJ-CGDD-260415-013828,2026-04-15,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,02101063,Sample Business Label 7bede5a8,Sample Business Label 354c0ad9,Sample Business Label ea00b354,2026-04-15 10:05:38,2026-04-15 14:09:00,0000037106,795-000721,Sample Business Label 58f07822,10000.00,13.00,0,2026-05-08,0000036994,0000037001,CGSQ-260414-000029,10000.00,0.00,10000.00,Closed,Normal
0000037103,01-HDKJ-CGDD-260415-013827,2026-04-15,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,02104077,Sample Business Label a99a8810,Sample Business Label 354c0ad9,Sample Business Label be6aae72,2026-04-15 10:04:32,2026-04-15 13:53:09,0000037104,165-000239,Sample Business Label e74c4d66,7000.00,13.00,0,2026-05-15,0000036975,0000037001,CGSQ-260414-000029,0.00,0.00,0.00,Normal,Normal
0000037101,02-KSHA-CGDD-260415-013826,2026-04-15,Sample Business Label 9b7caaa6,Production Project Purchase Order,Material Purchase,02100140,Sample Business Label 1745ad0d,Sample Business Label 354c0ad9,Sample Business Label ea00b354,2026-04-15 09:59:37,2026-04-15 14:08:59,0000037102,606-000676,Sample Business Label 66b8f537,20.00,13.00,0,2026-04-24,0000037005,0000037006,CGSQ-260414-000030,20.00,0.00,20.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037056,539-000027,Sample Business Label b85ec631,100000.00,13.00,0,2026-04-14,0000025482,0000025524,CGSQ-260128-000028,100000.00,0.00,100000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037057,539-000330,Sample Business Label b85ec631,8380.00,13.00,0,2026-04-14,0000030044,0000030040,CGSQ-260310-000028,8380.00,0.00,8380.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037058,539-000019,Sample Business Label b85ec631,10000.00,13.00,0,2026-04-14,0000030745,0000030670,CGSQ-260318-000010,10000.00,0.00,10000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037059,539-000012,Sample Business Label b85ec631,100000.00,13.00,0,2026-04-14,0000025477,0000025524,CGSQ-260128-000028,100000.00,0.00,100000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037060,539-000144,Sample Business Label b85ec631,50000.00,13.00,0,2026-04-14,0000025547,0000025531,CGSQ-260128-000032,50000.00,0.00,50000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037061,539-000019,Sample Business Label b85ec631,20000.00,13.00,0,2026-04-14,0000027592,0000027564,CGSQ-260305-000030,20000.00,0.00,20000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037062,539-000269,Sample Business Label b85ec631,50000.00,13.00,0,2026-04-14,0000025551,0000025531,CGSQ-260128-000032,50000.00,0.00,50000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037063,539-000028,Sample Business Label b85ec631,50000.00,13.00,0,2026-04-14,0000033911,0000033880,CGSQ-260402-000011,50000.00,0.00,50000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037064,539-000076,Sample Business Label b85ec631,50000.00,13.00,0,2026-04-14,0000025546,0000025531,CGSQ-260128-000032,50000.00,0.00,50000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037065,539-000155,Sample Business Label b85ec631,10000.00,13.00,0,2026-04-14,0000025354,0000025390,CGSQ-260128-000017,10000.00,0.00,10000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037066,539-000019,Sample Business Label b85ec631,10000.00,13.00,0,2026-04-14,0000028225,0000028238,CGSQ-260306-000011,10000.00,0.00,10000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037067,539-000007,Sample Business Label b85ec631,100000.00,13.00,0,2026-04-14,0000025474,0000025524,CGSQ-260128-000028,100000.00,0.00,100000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037068,539-000382,Sample Business Label b85ec631,50000.00,13.00,0,2026-04-14,0000025552,0000025531,CGSQ-260128-000032,50000.00,0.00,50000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037069,539-000031,Sample Business Label b85ec631,100000.00,13.00,0,2026-04-14,0000025484,0000025524,CGSQ-260128-000028,100000.00,0.00,100000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037070,539-000334,Sample Business Label b85ec631,40000.00,13.00,0,2026-04-14,0000033922,0000033880,CGSQ-260402-000011,40000.00,0.00,40000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037071,539-000068,Sample Business Label b85ec631,100000.00,13.00,0,2026-04-14,0000025493,0000025524,CGSQ-260128-000028,100000.00,0.00,100000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037072,539-000050,Sample Business Label b85ec631,20000.00,13.00,0,2026-04-14,0000033912,0000033880,CGSQ-260402-000011,20000.00,0.00,20000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037073,539-000266,Sample Business Label b85ec631,50000.00,13.00,0,2026-04-14,0000025550,0000025531,CGSQ-260128-000032,50000.00,0.00,50000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037074,539-000271,Sample Business Label b85ec631,10000.00,13.00,0,2026-04-14,0000033921,0000033880,CGSQ-260402-000011,10000.00,0.00,10000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037075,539-000082,Sample Business Label b85ec631,100000.00,13.00,0,2026-04-14,0000025496,0000025524,CGSQ-260128-000028,70000.00,0.00,70000.00,Normal,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037076,539-000075,Sample Business Label b85ec631,100000.00,13.00,0,2026-04-14,0000025495,0000025524,CGSQ-260128-000028,100000.00,0.00,100000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037077,539-000062,Sample Business Label b85ec631,100000.00,13.00,0,2026-04-14,0000025490,0000025524,CGSQ-260128-000028,100000.00,0.00,100000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037078,539-000033,Sample Business Label b85ec631,100000.00,13.00,0,2026-04-14,0000025485,0000025524,CGSQ-260128-000028,100000.00,0.00,100000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037079,539-000062,Sample Business Label b85ec631,70000.00,13.00,0,2026-04-14,0000025458,0000025524,CGSQ-260128-000028,70000.00,0.00,70000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037080,539-000237,Sample Business Label b85ec631,100000.00,13.00,0,2026-04-14,0000025502,0000025524,CGSQ-260128-000028,100000.00,0.00,100000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037081,539-000287,Sample Business Label b85ec631,10000.00,13.00,0,2026-04-14,0000028015,0000027843,CGSQ-260305-000036,0.00,0.00,0.00,Normal,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037082,539-000062,Sample Business Label b85ec631,70000.00,13.00,0,2026-04-14,0000025457,0000025524,CGSQ-260128-000028,70000.00,0.00,70000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037083,539-000447,Sample Business Label b85ec631,10000.00,13.00,0,2026-04-14,0000030783,0000030670,CGSQ-260318-000010,10000.00,0.00,10000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037084,539-000013,Sample Business Label b85ec631,100000.00,13.00,0,2026-04-14,0000025478,0000025524,CGSQ-260128-000028,100000.00,0.00,100000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037085,539-000147,Sample Business Label b85ec631,50000.00,13.00,0,2026-04-14,0000025548,0000025531,CGSQ-260128-000032,50000.00,0.00,50000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037086,539-000147,Sample Business Label b85ec631,100000.00,13.00,0,2026-04-14,0000025499,0000025524,CGSQ-260128-000028,100000.00,0.00,100000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037087,539-000063,Sample Business Label b85ec631,100000.00,13.00,0,2026-04-14,0000025491,0000025524,CGSQ-260128-000028,100000.00,0.00,100000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037088,539-000064,Sample Business Label b85ec631,100000.00,13.00,0,2026-04-14,0000025492,0000025524,CGSQ-260128-000028,100000.00,0.00,100000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037089,539-000145,Sample Business Label b85ec631,100000.00,13.00,0,2026-04-14,0000025498,0000025524,CGSQ-260128-000028,0.00,0.00,0.00,Normal,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037090,539-000344,Sample Business Label b85ec631,5000.00,13.00,0,2026-04-14,0000031779,0000031768,CGSQ-260325-000025,5000.00,0.00,5000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037091,539-000255,Sample Business Label b85ec631,40000.00,13.00,0,2026-04-14,0000031778,0000031768,CGSQ-260325-000025,40000.00,0.00,40000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037092,539-000114,Sample Business Label b85ec631,5000.00,13.00,0,2026-04-14,0000030986,0000030990,CGSQ-260320-000001,5000.00,0.00,5000.00,Closed,Normal
0000037055,01-HDKJ-CGDD-260414-013825,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:58,2026-04-15 18:22:45,0000037093,539-000114,Sample Business Label b85ec631,5000.00,13.00,0,2026-04-14,0000031489,0000031494,CGSQ-260323-000002,5000.00,0.00,5000.00,Closed,Normal
0000037026,01-HDKJ-CGDD-260414-013824,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:54,2026-04-15 21:02:33,0000037027,725-000235,Sample Business Label 05087a91,4000.00,13.00,0,2026-04-14,0000020949,0000020755,CGSQ-251218-000020,4000.00,0.00,4000.00,Closed,Normal
0000037026,01-HDKJ-CGDD-260414-013824,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:54,2026-04-15 21:02:33,0000037028,539-000166,Sample Business Label b85ec631,10000.00,13.00,0,2026-04-14,0000028037,0000027843,CGSQ-260305-000036,10000.00,0.00,10000.00,Closed,Normal
0000037026,01-HDKJ-CGDD-260414-013824,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:54,2026-04-15 21:02:33,0000037029,725-000020,Sample Business Label 9f559c83,2000.00,13.00,0,2026-04-14,0000030688,0000030670,CGSQ-260318-000010,2000.00,0.00,2000.00,Closed,Normal
0000037026,01-HDKJ-CGDD-260414-013824,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:54,2026-04-15 21:02:33,0000037030,725-000020,Sample Business Label 9f559c83,8000.00,13.00,0,2026-04-14,0000027663,0000027564,CGSQ-260305-000030,8000.00,0.00,8000.00,Closed,Normal
0000037026,01-HDKJ-CGDD-260414-013824,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:54,2026-04-15 21:02:33,0000037031,725-000020,Sample Business Label 9f559c83,4000.00,13.00,0,2026-04-14,0000026658,0000026657,CGSQ-260214-000006,4000.00,0.00,4000.00,Closed,Normal
0000037026,01-HDKJ-CGDD-260414-013824,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:54,2026-04-15 21:02:33,0000037032,725-000020,Sample Business Label 9f559c83,60000.00,13.00,0,2026-04-14,0000021154,0000020755,CGSQ-251218-000020,60000.00,0.00,60000.00,Closed,Normal
0000037026,01-HDKJ-CGDD-260414-013824,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:54,2026-04-15 21:02:33,0000037033,539-000153,Sample Business Label b85ec631,70000.00,13.00,0,2026-04-14,0000025460,0000025524,CGSQ-260128-000028,70000.00,0.00,70000.00,Closed,Normal
0000037026,01-HDKJ-CGDD-260414-013824,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:54,2026-04-15 21:02:33,0000037034,539-000153,Sample Business Label b85ec631,70000.00,13.00,0,2026-04-14,0000025459,0000025524,CGSQ-260128-000028,70000.00,0.00,70000.00,Closed,Normal
0000037026,01-HDKJ-CGDD-260414-013824,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:54,2026-04-15 21:02:33,0000037035,539-000021,Sample Business Label b85ec631,70000.00,13.00,0,2026-04-14,0000025456,0000025524,CGSQ-260128-000028,70000.00,0.00,70000.00,Closed,Normal
0000037026,01-HDKJ-CGDD-260414-013824,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:54,2026-04-15 21:02:33,0000037036,539-000021,Sample Business Label b85ec631,70000.00,13.00,0,2026-04-14,0000025455,0000025524,CGSQ-260128-000028,70000.00,0.00,70000.00,Closed,Normal
0000037026,01-HDKJ-CGDD-260414-013824,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:54,2026-04-15 21:02:33,0000037037,539-000021,Sample Business Label b85ec631,100000.00,13.00,0,2026-04-14,0000025480,0000025524,CGSQ-260128-000028,100000.00,0.00,100000.00,Closed,Normal
0000037026,01-HDKJ-CGDD-260414-013824,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:54,2026-04-15 21:02:33,0000037038,539-000154,Sample Business Label b85ec631,10000.00,13.00,0,2026-04-14,0000033919,0000033880,CGSQ-260402-000011,10000.00,0.00,10000.00,Closed,Normal
0000037026,01-HDKJ-CGDD-260414-013824,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:54,2026-04-15 21:02:33,0000037039,539-000154,Sample Business Label b85ec631,70000.00,13.00,0,2026-04-14,0000025462,0000025524,CGSQ-260128-000028,70000.00,0.00,70000.00,Closed,Normal
0000037026,01-HDKJ-CGDD-260414-013824,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:54,2026-04-15 21:02:33,0000037040,539-000154,Sample Business Label b85ec631,70000.00,13.00,0,2026-04-14,0000025461,0000025524,CGSQ-260128-000028,70000.00,0.00,70000.00,Closed,Normal
0000037026,01-HDKJ-CGDD-260414-013824,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:54,2026-04-15 21:02:33,0000037041,539-000070,Sample Business Label b85ec631,100000.00,13.00,0,2026-04-14,0000025494,0000025524,CGSQ-260128-000028,100000.00,0.00,100000.00,Closed,Normal
0000037026,01-HDKJ-CGDD-260414-013824,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:54,2026-04-15 21:02:33,0000037042,539-000449,Sample Business Label b85ec631,10000.00,13.00,0,2026-04-14,0000030780,0000030670,CGSQ-260318-000010,10000.00,0.00,10000.00,Closed,Normal
0000037026,01-HDKJ-CGDD-260414-013824,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:54,2026-04-15 21:02:33,0000037043,539-000046,Sample Business Label b85ec631,100000.00,13.00,0,2026-04-14,0000025489,0000025524,CGSQ-260128-000028,100000.00,0.00,100000.00,Closed,Normal
0000037026,01-HDKJ-CGDD-260414-013824,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:54,2026-04-15 21:02:33,0000037044,539-000244,Sample Business Label b85ec631,50000.00,13.00,0,2026-04-14,0000025549,0000025531,CGSQ-260128-000032,50000.00,0.00,50000.00,Closed,Normal
0000037026,01-HDKJ-CGDD-260414-013824,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:54,2026-04-15 21:02:33,0000037045,539-000011,Sample Business Label b85ec631,100000.00,13.00,0,2026-04-14,0000025476,0000025524,CGSQ-260128-000028,100000.00,0.00,100000.00,Closed,Normal
0000037026,01-HDKJ-CGDD-260414-013824,2026-04-14,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-14 22:49:54,2026-04-15 21:02:33,0000037046,539-000253,Sample Business Label b85ec631,10000.00,13.00,0,2026-04-14,0000029631,0000029754,CGSQ-260309-000027,0.00,0.00,0.00,Normal,Normal
